parameter,param_id,grid_id,tau,relative_day,mean,median,sd,q5,q95
p_unsafe_funeral_hosp,6,65,0.6464646464646465,230.7878787878788,0.013138641396624667,0.013268341999999999,0.004590778661842518,0.005173867365,0.0205806361
delay_hosp,1,66,0.6565656565656566,234.3939393939394,3.63857506985,3.6275252499999997,0.2514961945250077,3.25051229,4.0615818
p_hosp,2,66,0.6565656565656566,234.3939393939394,0.656292697625,0.6552590300000001,0.031460264872375625,0.6078485655000001,0.707043416
p_ETU,3,66,0.6565656565656566,234.3939393939394,0.46855010338,0.46650475,0.07872692943174428,0.3441816755,0.5993779940000001
latent_IPC,4,66,0.6565656565656566,234.3939393939394,0.42325315435433336,0.41486425,0.11926980490311745,0.2419405855,0.6316973874999999
p_unsafe_funeral_comm,5,66,0.6565656565656566,234.3939393939394,0.34553008796976664,0.35747198,0.10675468495546904,0.147482225,0.50265798
p_unsafe_funeral_hosp,6,66,0.6565656565656566,234.3939393939394,0.012642228286433167,0.012791107999999999,0.004531790196050673,0.00474967698,0.01997718215
delay_hosp,1,67,0.6666666666666667,238.00000000000003,3.595797993616667,3.58863525,0.25106643999552825,3.203801665,4.014282134999999
p_hosp,2,67,0.6666666666666667,238.00000000000003,0.6671992481283333,0.66593497,0.031569361752424537,0.6191653009999999,0.7184995235000001
p_ETU,3,67,0.6666666666666667,238.00000000000003,0.48905821256666665,0.48722614,0.08016161540006632,0.360099601,0.622937257
latent_IPC,4,67,0.6666666666666667,238.00000000000003,0.444888194399,0.435496635,0.12323972571246271,0.25639160349999995,0.6618075195000002
p_unsafe_funeral_comm,5,67,0.6666666666666667,238.00000000000003,0.3333824345178,0.34524542,0.10238638644268766,0.1436686305,0.484533841
p_unsafe_funeral_hosp,6,67,0.6666666666666667,238.00000000000003,0.012158812665133667,0.0123403955,0.004476061306331033,0.0044725456899999995,0.019344311500000003
delay_hosp,1,68,0.6767676767676768,241.60606060606062,3.5529594965,3.547399,0.2505476751136835,3.1556127700000003,3.96652566
p_hosp,2,68,0.6767676767676768,241.60606060606062,0.677988545135,0.67684218,0.03188659553218613,0.6299481195,0.7305332025
p_ETU,3,68,0.6767676767676768,241.60606060606062,0.5093629062916667,0.508312215,0.08138574754795129,0.3789504525,0.645341236
latent_IPC,4,68,0.6767676767676768,241.60606060606062,0.466200264809,0.456096985,0.12647879131043385,0.2732594885,0.692873804
p_unsafe_funeral_comm,5,68,0.6767676767676768,241.60606060606062,0.32143552488538335,0.33248813499999996,0.0981711235072996,0.1394257885,0.467955684
p_unsafe_funeral_hosp,6,68,0.6767676767676768,241.60606060606062,0.011690607993050833,0.01189117,0.0044181593400664755,0.004011223384999999,0.018807915
delay_hosp,1,69,0.686868686868687,245.21212121212125,3.5101241983666664,3.5061308,0.24998291890699764,3.112247615,3.9181097100000004
p_hosp,2,69,0.686868686868687,245.21212121212125,0.6886304246516667,0.6873990999999999,0.03238621571176978,0.6395491305,0.7419805135
p_ETU,3,69,0.686868686868687,245.21212121212125,0.5293663296833333,0.5289285,0.08250227903010726,0.39699227400000003,0.6676220155000001
latent_IPC,4,69,0.686868686868687,245.21212121212125,0.4870819843495,0.475949945,0.12886573512646943,0.290487863,0.7192275335000001
p_unsafe_funeral_comm,5,69,0.686868686868687,245.21212121212125,0.30971884866385,0.320026865,0.09417107965261483,0.134918885,0.450421247
p_unsafe_funeral_hosp,6,69,0.686868686868687,245.21212121212125,0.011237879842255334,0.011405577,0.004354585322444332,0.003711226295,0.018259235300000003
delay_hosp,1,70,0.696969696969697,248.81818181818184,3.4673568615,3.4650885,0.24941791370006994,3.0640738350000003,3.8696515650000003
p_hosp,2,70,0.696969696969697,248.81818181818184,0.699097606805,0.69774082,0.033034604542637555,0.648956691,0.7540017925
p_ETU,3,70,0.696969696969697,248.81818181818184,0.5488967107366667,0.54875301,0.0834472089893473,0.4136278715,0.6855694815
latent_IPC,4,70,0.696969696969697,248.81818181818184,0.507472642033,0.49569982,0.13039202659750126,0.3070248445,0.7421573925
p_unsafe_funeral_comm,5,70,0.696969696969697,248.81818181818184,0.2982620247590833,0.307688925,0.09043314362453665,0.13033628,0.4321127290000001
p_unsafe_funeral_hosp,6,70,0.696969696969697,248.81818181818184,0.010800458004206833,0.0109460425,0.004285984740712155,0.00343807214,0.0177067874
delay_hosp,1,71,0.7070707070707072,252.42424242424246,3.4247218485833333,3.4245975,0.24890013821047863,3.0147574699999997,3.8193422150000003
p_hosp,2,71,0.7070707070707072,252.42424242424246,0.7093660341416667,0.70806755,0.03379510773007643,0.6580280465,0.7655332994999999
p_ETU,3,71,0.7070707070707072,252.42424242424246,0.567907648305,0.5689406100000001,0.08414181061047414,0.4299199485,0.705174448
latent_IPC,4,71,0.7070707070707072,252.42424242424246,0.5273155352298333,0.516138325,0.13112760119542777,0.3255942315,0.7623389305
p_unsafe_funeral_comm,5,71,0.7070707070707072,252.42424242424246,0.2870908781604167,0.295553505,0.0869687591895213,0.12548009699999998,0.4161741255
