"scenario","particle_id","rep","eff_name","efficacy","doses_B","n_prevented_hcw"
"DRC",133,10,"obv_50",0.5,36,14
"DRC",134,1,"obv_50",0.5,224,124
"DRC",134,2,"obv_50",0.5,17,9
"DRC",134,3,"obv_50",0.5,56,28
"DRC",134,4,"obv_50",0.5,56,28
"DRC",134,5,"obv_50",0.5,56,28
"DRC",134,6,"obv_50",0.5,36,20
"DRC",134,7,"obv_50",0.5,36,20
"DRC",134,8,"obv_50",0.5,79,42
"DRC",134,9,"obv_50",0.5,14,8
"DRC",134,10,"obv_50",0.5,382,198
"DRC",135,1,"obv_50",0.5,3,2
"DRC",135,2,"obv_50",0.5,19,12
"DRC",135,3,"obv_50",0.5,26,8
"DRC",135,4,"obv_50",0.5,391,201
"DRC",135,5,"obv_50",0.5,10,4
"DRC",135,6,"obv_50",0.5,201,98
"DRC",135,7,"obv_50",0.5,316,161
"DRC",135,8,"obv_50",0.5,48,23
"DRC",135,9,"obv_50",0.5,30,12
"DRC",135,10,"obv_50",0.5,6,3
"DRC",136,1,"obv_50",0.5,23,15
"DRC",136,2,"obv_50",0.5,354,181
"DRC",136,3,"obv_50",0.5,290,146
"DRC",136,4,"obv_50",0.5,49,28
"DRC",136,5,"obv_50",0.5,55,30
"DRC",136,6,"obv_50",0.5,240,118
"DRC",136,7,"obv_50",0.5,242,117
"DRC",136,8,"obv_50",0.5,60,26
"DRC",136,9,"obv_50",0.5,7,5
"DRC",136,10,"obv_50",0.5,64,34
"DRC",137,1,"obv_50",0.5,43,24
"DRC",137,2,"obv_50",0.5,7,1
"DRC",137,3,"obv_50",0.5,4,3
"DRC",137,4,"obv_50",0.5,30,14
"DRC",137,5,"obv_50",0.5,30,14
"DRC",137,6,"obv_50",0.5,17,7
"DRC",137,7,"obv_50",0.5,33,17
"DRC",137,8,"obv_50",0.5,30,13
"DRC",137,9,"obv_50",0.5,30,13
"DRC",137,10,"obv_50",0.5,314,157
"DRC",138,1,"obv_50",0.5,258,128
"DRC",138,2,"obv_50",0.5,2,0
"DRC",138,3,"obv_50",0.5,285,154
"DRC",138,4,"obv_50",0.5,5,1
"DRC",138,5,"obv_50",0.5,356,190
"DRC",138,6,"obv_50",0.5,319,139
"DRC",138,7,"obv_50",0.5,371,201
"DRC",138,8,"obv_50",0.5,389,194
"DRC",138,9,"obv_50",0.5,389,194
"DRC",138,10,"obv_50",0.5,286,142
"DRC",139,1,"obv_50",0.5,317,156
"DRC",139,2,"obv_50",0.5,44,22
"DRC",139,3,"obv_50",0.5,262,120
"DRC",139,4,"obv_50",0.5,262,120
"DRC",139,5,"obv_50",0.5,151,75
"DRC",139,6,"obv_50",0.5,12,4
"DRC",139,7,"obv_50",0.5,153,87
"DRC",139,8,"obv_50",0.5,125,66
"DRC",139,9,"obv_50",0.5,5,4
"DRC",139,10,"obv_50",0.5,294,161
"DRC",140,1,"obv_50",0.5,64,34
"DRC",140,2,"obv_50",0.5,301,165
"DRC",140,3,"obv_50",0.5,166,88
"DRC",140,4,"obv_50",0.5,100,49
"DRC",140,5,"obv_50",0.5,13,6
"DRC",140,6,"obv_50",0.5,41,19
"DRC",140,7,"obv_50",0.5,157,78
"DRC",140,8,"obv_50",0.5,45,24
"DRC",140,9,"obv_50",0.5,45,24
"DRC",140,10,"obv_50",0.5,230,116
"DRC",141,1,"obv_50",0.5,123,62
"DRC",141,2,"obv_50",0.5,183,92
"DRC",141,3,"obv_50",0.5,14,5
"DRC",141,4,"obv_50",0.5,307,153
"DRC",141,5,"obv_50",0.5,197,90
"DRC",141,6,"obv_50",0.5,25,7
"DRC",141,7,"obv_50",0.5,284,133
"DRC",141,8,"obv_50",0.5,259,112
"DRC",141,9,"obv_50",0.5,131,69
"DRC",141,10,"obv_50",0.5,46,21
"DRC",142,1,"obv_50",0.5,9,6
"DRC",142,2,"obv_50",0.5,175,83
"DRC",142,3,"obv_50",0.5,7,2
"DRC",142,4,"obv_50",0.5,122,61
"DRC",142,5,"obv_50",0.5,52,30
"DRC",142,6,"obv_50",0.5,42,22
"DRC",142,7,"obv_50",0.5,160,79
"DRC",142,8,"obv_50",0.5,249,125
"DRC",142,9,"obv_50",0.5,143,59
"DRC",142,10,"obv_50",0.5,116,53
"DRC",143,1,"obv_50",0.5,120,58
"DRC",143,2,"obv_50",0.5,37,18
"DRC",143,3,"obv_50",0.5,37,18
"DRC",143,4,"obv_50",0.5,33,17
"DRC",143,5,"obv_50",0.5,7,1
"DRC",143,6,"obv_50",0.5,7,1
"DRC",143,7,"obv_50",0.5,14,4
"DRC",143,8,"obv_50",0.5,350,163
"DRC",143,9,"obv_50",0.5,350,163
"DRC",143,10,"obv_50",0.5,8,6
"DRC",144,1,"obv_50",0.5,23,14
"DRC",144,2,"obv_50",0.5,43,24
"DRC",144,3,"obv_50",0.5,8,4
"DRC",144,4,"obv_50",0.5,345,156
"DRC",144,5,"obv_50",0.5,22,10
"DRC",144,6,"obv_50",0.5,30,21
"DRC",144,7,"obv_50",0.5,78,38
"DRC",144,8,"obv_50",0.5,188,104
"DRC",144,9,"obv_50",0.5,7,4
"DRC",144,10,"obv_50",0.5,49,21
"DRC",145,1,"obv_50",0.5,65,33
"DRC",145,2,"obv_50",0.5,19,8
"DRC",145,3,"obv_50",0.5,13,6
"DRC",145,4,"obv_50",0.5,168,92
"DRC",145,5,"obv_50",0.5,270,112
"DRC",145,6,"obv_50",0.5,29,17
"DRC",145,7,"obv_50",0.5,6,3
"DRC",145,8,"obv_50",0.5,52,27
"DRC",145,9,"obv_50",0.5,192,94
"DRC",145,10,"obv_50",0.5,83,39
"DRC",146,1,"obv_50",0.5,7,6
"DRC",146,2,"obv_50",0.5,91,48
"DRC",146,3,"obv_50",0.5,48,26
"DRC",146,4,"obv_50",0.5,396,216
"DRC",146,5,"obv_50",0.5,228,114
"DRC",146,6,"obv_50",0.5,7,3
"DRC",146,7,"obv_50",0.5,66,30
"DRC",146,8,"obv_50",0.5,84,38
"DRC",146,9,"obv_50",0.5,332,164
"DRC",146,10,"obv_50",0.5,290,139
"DRC",147,1,"obv_50",0.5,39,16
"DRC",147,2,"obv_50",0.5,39,16
"DRC",147,3,"obv_50",0.5,149,80
"DRC",147,4,"obv_50",0.5,10,3
"DRC",147,5,"obv_50",0.5,10,3
"DRC",147,6,"obv_50",0.5,8,4
"DRC",147,7,"obv_50",0.5,10,6
"DRC",147,8,"obv_50",0.5,5,2
"DRC",147,9,"obv_50",0.5,106,53
"DRC",147,10,"obv_50",0.5,19,11
"DRC",148,1,"obv_50",0.5,118,58
"DRC",148,2,"obv_50",0.5,4,1
"DRC",148,3,"obv_50",0.5,197,111
"DRC",148,4,"obv_50",0.5,6,2
"DRC",148,5,"obv_50",0.5,76,40
"DRC",148,6,"obv_50",0.5,20,12
"DRC",148,7,"obv_50",0.5,29,15
"DRC",148,8,"obv_50",0.5,29,15
"DRC",148,9,"obv_50",0.5,76,35
"DRC",148,10,"obv_50",0.5,77,37
"DRC",149,1,"obv_50",0.5,38,20
"DRC",149,2,"obv_50",0.5,23,9
"DRC",149,3,"obv_50",0.5,31,10
"DRC",149,4,"obv_50",0.5,24,11
"DRC",149,5,"obv_50",0.5,13,10
"DRC",149,6,"obv_50",0.5,20,13
"DRC",149,7,"obv_50",0.5,18,10
"DRC",149,8,"obv_50",0.5,44,24
"DRC",149,9,"obv_50",0.5,315,176
"DRC",149,10,"obv_50",0.5,32,14
"DRC",150,1,"obv_50",0.5,11,7
"DRC",150,2,"obv_50",0.5,301,148
"DRC",150,3,"obv_50",0.5,15,2
"DRC",150,4,"obv_50",0.5,201,104
"DRC",150,5,"obv_50",0.5,201,104
"DRC",150,6,"obv_50",0.5,47,24
"DRC",150,7,"obv_50",0.5,188,81
"DRC",150,8,"obv_50",0.5,31,15
"DRC",150,9,"obv_50",0.5,42,24
"DRC",150,10,"obv_50",0.5,42,24
"DRC",151,1,"obv_50",0.5,60,37
"DRC",151,2,"obv_50",0.5,102,56
"DRC",151,3,"obv_50",0.5,20,11
"DRC",151,4,"obv_50",0.5,12,9
"DRC",151,5,"obv_50",0.5,57,25
"DRC",151,6,"obv_50",0.5,61,27
"DRC",151,7,"obv_50",0.5,14,8
"DRC",151,8,"obv_50",0.5,47,20
"DRC",151,9,"obv_50",0.5,11,4
"DRC",151,10,"obv_50",0.5,311,146
"DRC",152,1,"obv_50",0.5,74,34
"DRC",152,2,"obv_50",0.5,357,178
"DRC",152,3,"obv_50",0.5,271,143
"DRC",152,4,"obv_50",0.5,65,33
"DRC",152,5,"obv_50",0.5,15,7
"DRC",152,6,"obv_50",0.5,265,129
"DRC",152,7,"obv_50",0.5,129,65
"DRC",152,8,"obv_50",0.5,166,86
"DRC",152,9,"obv_50",0.5,15,7
"DRC",152,10,"obv_50",0.5,15,7
"DRC",153,1,"obv_50",0.5,283,137
"DRC",153,2,"obv_50",0.5,83,41
"DRC",153,3,"obv_50",0.5,11,4
"DRC",153,4,"obv_50",0.5,42,22
"DRC",153,5,"obv_50",0.5,348,168
"DRC",153,6,"obv_50",0.5,122,57
"DRC",153,7,"obv_50",0.5,8,1
"DRC",153,8,"obv_50",0.5,15,6
"DRC",153,9,"obv_50",0.5,73,35
"DRC",153,10,"obv_50",0.5,29,16
"DRC",154,1,"obv_50",0.5,17,6
"DRC",154,2,"obv_50",0.5,203,107
"DRC",154,3,"obv_50",0.5,302,155
"DRC",154,4,"obv_50",0.5,323,150
"DRC",154,5,"obv_50",0.5,134,72
"DRC",154,6,"obv_50",0.5,8,4
"DRC",154,7,"obv_50",0.5,195,97
"DRC",154,8,"obv_50",0.5,39,18
"DRC",154,9,"obv_50",0.5,97,48
"DRC",154,10,"obv_50",0.5,293,129
"DRC",155,1,"obv_50",0.5,34,13
"DRC",155,2,"obv_50",0.5,27,9
"DRC",155,3,"obv_50",0.5,22,7
"DRC",155,4,"obv_50",0.5,27,11
"DRC",155,5,"obv_50",0.5,426,191
"DRC",155,6,"obv_50",0.5,290,157
"DRC",155,7,"obv_50",0.5,13,7
"DRC",155,8,"obv_50",0.5,376,191
"DRC",155,9,"obv_50",0.5,17,7
"DRC",155,10,"obv_50",0.5,6,4
"DRC",156,1,"obv_50",0.5,29,18
"DRC",156,2,"obv_50",0.5,4,2
"DRC",156,3,"obv_50",0.5,7,3
"DRC",156,4,"obv_50",0.5,23,14
"DRC",156,5,"obv_50",0.5,293,144
"DRC",156,6,"obv_50",0.5,71,40
"DRC",156,7,"obv_50",0.5,137,77
"DRC",156,8,"obv_50",0.5,28,10
"DRC",156,9,"obv_50",0.5,28,10
"DRC",156,10,"obv_50",0.5,44,23
"DRC",157,1,"obv_50",0.5,368,188
"DRC",157,2,"obv_50",0.5,39,19
"DRC",157,3,"obv_50",0.5,27,16
"DRC",157,4,"obv_50",0.5,174,82
"DRC",157,5,"obv_50",0.5,49,18
"DRC",157,6,"obv_50",0.5,9,3
"DRC",157,7,"obv_50",0.5,192,95
"DRC",157,8,"obv_50",0.5,7,2
"DRC",157,9,"obv_50",0.5,29,11
"DRC",157,10,"obv_50",0.5,30,15
"DRC",158,1,"obv_50",0.5,46,17
"DRC",158,2,"obv_50",0.5,8,4
"DRC",158,3,"obv_50",0.5,433,221
"DRC",158,4,"obv_50",0.5,21,10
"DRC",158,5,"obv_50",0.5,14,7
"DRC",158,6,"obv_50",0.5,148,66
"DRC",158,7,"obv_50",0.5,26,12
"DRC",158,8,"obv_50",0.5,55,31
"DRC",158,9,"obv_50",0.5,356,186
"DRC",158,10,"obv_50",0.5,59,36
"DRC",159,1,"obv_50",0.5,15,4
"DRC",159,2,"obv_50",0.5,15,4
"DRC",159,3,"obv_50",0.5,18,10
"DRC",159,4,"obv_50",0.5,106,54
"DRC",159,5,"obv_50",0.5,33,18
"DRC",159,6,"obv_50",0.5,33,18
"DRC",159,7,"obv_50",0.5,376,187
"DRC",159,8,"obv_50",0.5,21,10
"DRC",159,9,"obv_50",0.5,70,24
"DRC",159,10,"obv_50",0.5,341,173
"DRC",160,1,"obv_50",0.5,32,13
"DRC",160,2,"obv_50",0.5,166,87
"DRC",160,3,"obv_50",0.5,32,9
"DRC",160,4,"obv_50",0.5,27,12
"DRC",160,5,"obv_50",0.5,21,11
"DRC",160,6,"obv_50",0.5,31,16
"DRC",160,7,"obv_50",0.5,31,16
"DRC",160,8,"obv_50",0.5,42,22
"DRC",160,9,"obv_50",0.5,23,13
"DRC",160,10,"obv_50",0.5,23,11
"DRC",161,1,"obv_50",0.5,139,67
"DRC",161,2,"obv_50",0.5,167,79
"DRC",161,3,"obv_50",0.5,382,184
"DRC",161,4,"obv_50",0.5,308,171
"DRC",161,5,"obv_50",0.5,74,44
"DRC",161,6,"obv_50",0.5,389,190
"DRC",161,7,"obv_50",0.5,137,76
"DRC",161,8,"obv_50",0.5,319,157
"DRC",161,9,"obv_50",0.5,131,70
"DRC",161,10,"obv_50",0.5,371,194
"DRC",162,1,"obv_50",0.5,202,94
"DRC",162,2,"obv_50",0.5,66,30
"DRC",162,3,"obv_50",0.5,22,13
"DRC",162,4,"obv_50",0.5,194,106
"DRC",162,5,"obv_50",0.5,4,3
"DRC",162,6,"obv_50",0.5,9,5
"DRC",162,7,"obv_50",0.5,5,3
"DRC",162,8,"obv_50",0.5,4,1
"DRC",162,9,"obv_50",0.5,34,15
"DRC",162,10,"obv_50",0.5,58,24
"DRC",163,1,"obv_50",0.5,63,36
"DRC",163,2,"obv_50",0.5,21,10
"DRC",163,3,"obv_50",0.5,179,94
"DRC",163,4,"obv_50",0.5,347,168
"DRC",163,5,"obv_50",0.5,379,192
"DRC",163,6,"obv_50",0.5,38,26
"DRC",163,7,"obv_50",0.5,280,138
"DRC",163,8,"obv_50",0.5,273,134
"DRC",163,9,"obv_50",0.5,355,188
"DRC",163,10,"obv_50",0.5,394,192
"DRC",164,1,"obv_50",0.5,240,122
"DRC",164,2,"obv_50",0.5,29,20
"DRC",164,3,"obv_50",0.5,21,8
"DRC",164,4,"obv_50",0.5,42,21
"DRC",164,5,"obv_50",0.5,386,192
"DRC",164,6,"obv_50",0.5,13,8
"DRC",164,7,"obv_50",0.5,21,9
"DRC",164,8,"obv_50",0.5,181,100
"DRC",164,9,"obv_50",0.5,46,21
"DRC",164,10,"obv_50",0.5,335,175
"DRC",165,1,"obv_50",0.5,79,39
"DRC",165,2,"obv_50",0.5,29,15
"DRC",165,3,"obv_50",0.5,210,114
"DRC",165,4,"obv_50",0.5,210,114
"DRC",165,5,"obv_50",0.5,389,202
"DRC",165,6,"obv_50",0.5,265,133
"DRC",165,7,"obv_50",0.5,87,38
"DRC",165,8,"obv_50",0.5,48,26
"DRC",165,9,"obv_50",0.5,221,105
"DRC",165,10,"obv_50",0.5,391,197
"DRC",166,1,"obv_50",0.5,80,38
"DRC",166,2,"obv_50",0.5,21,14
"DRC",166,3,"obv_50",0.5,41,20
"DRC",166,4,"obv_50",0.5,97,48
"DRC",166,5,"obv_50",0.5,18,7
"DRC",166,6,"obv_50",0.5,53,27
"DRC",166,7,"obv_50",0.5,113,57
"DRC",166,8,"obv_50",0.5,16,11
"DRC",166,9,"obv_50",0.5,146,68
"DRC",166,10,"obv_50",0.5,146,68
"DRC",167,1,"obv_50",0.5,29,12
"DRC",167,2,"obv_50",0.5,20,9
"DRC",167,3,"obv_50",0.5,11,4
"DRC",167,4,"obv_50",0.5,257,130
"DRC",167,5,"obv_50",0.5,32,17
"DRC",167,6,"obv_50",0.5,28,17
"DRC",167,7,"obv_50",0.5,2,1
"DRC",167,8,"obv_50",0.5,95,53
"DRC",167,9,"obv_50",0.5,7,2
"DRC",167,10,"obv_50",0.5,360,171
"DRC",168,1,"obv_50",0.5,31,9
"DRC",168,2,"obv_50",0.5,9,5
"DRC",168,3,"obv_50",0.5,266,133
"DRC",168,4,"obv_50",0.5,144,73
"DRC",168,5,"obv_50",0.5,114,52
"DRC",168,6,"obv_50",0.5,122,64
"DRC",168,7,"obv_50",0.5,43,20
"DRC",168,8,"obv_50",0.5,13,7
"DRC",168,9,"obv_50",0.5,161,82
"DRC",168,10,"obv_50",0.5,216,113
"DRC",169,1,"obv_50",0.5,9,7
"DRC",169,2,"obv_50",0.5,52,32
"DRC",169,3,"obv_50",0.5,6,2
"DRC",169,4,"obv_50",0.5,100,52
"DRC",169,5,"obv_50",0.5,8,4
"DRC",169,6,"obv_50",0.5,254,142
"DRC",169,7,"obv_50",0.5,17,7
"DRC",169,8,"obv_50",0.5,51,24
"DRC",169,9,"obv_50",0.5,26,13
"DRC",169,10,"obv_50",0.5,26,13
"DRC",170,1,"obv_50",0.5,11,6
"DRC",170,2,"obv_50",0.5,19,12
"DRC",170,3,"obv_50",0.5,30,15
"DRC",170,4,"obv_50",0.5,101,53
"DRC",170,5,"obv_50",0.5,13,9
"DRC",170,6,"obv_50",0.5,80,35
"DRC",170,7,"obv_50",0.5,339,163
"DRC",170,8,"obv_50",0.5,11,7
"DRC",170,9,"obv_50",0.5,5,3
"DRC",170,10,"obv_50",0.5,3,1
"DRC",171,1,"obv_50",0.5,376,192
"DRC",171,2,"obv_50",0.5,9,6
"DRC",171,3,"obv_50",0.5,19,9
"DRC",171,4,"obv_50",0.5,186,69
"DRC",171,5,"obv_50",0.5,300,144
"DRC",171,6,"obv_50",0.5,166,89
"DRC",171,7,"obv_50",0.5,32,16
"DRC",171,8,"obv_50",0.5,242,126
"DRC",171,9,"obv_50",0.5,330,162
"DRC",171,10,"obv_50",0.5,13,11
"DRC",172,1,"obv_50",0.5,77,35
"DRC",172,2,"obv_50",0.5,51,25
"DRC",172,3,"obv_50",0.5,235,130
"DRC",172,4,"obv_50",0.5,25,13
"DRC",172,5,"obv_50",0.5,36,18
"DRC",172,6,"obv_50",0.5,120,52
"DRC",172,7,"obv_50",0.5,321,169
"DRC",172,8,"obv_50",0.5,224,127
"DRC",172,9,"obv_50",0.5,290,155
"DRC",172,10,"obv_50",0.5,35,13
"DRC",173,1,"obv_50",0.5,24,9
"DRC",173,2,"obv_50",0.5,381,194
"DRC",173,3,"obv_50",0.5,33,20
"DRC",173,4,"obv_50",0.5,33,20
"DRC",173,5,"obv_50",0.5,9,3
"DRC",173,6,"obv_50",0.5,44,26
"DRC",173,7,"obv_50",0.5,333,163
"DRC",173,8,"obv_50",0.5,180,86
"DRC",173,9,"obv_50",0.5,113,49
"DRC",173,10,"obv_50",0.5,41,22
"DRC",174,1,"obv_50",0.5,109,51
"DRC",174,2,"obv_50",0.5,62,27
"DRC",174,3,"obv_50",0.5,15,6
"DRC",174,4,"obv_50",0.5,74,39
"DRC",174,5,"obv_50",0.5,17,5
"DRC",174,6,"obv_50",0.5,101,52
"DRC",174,7,"obv_50",0.5,42,28
"DRC",174,8,"obv_50",0.5,7,6
"DRC",174,9,"obv_50",0.5,32,16
"DRC",174,10,"obv_50",0.5,29,12
"DRC",175,1,"obv_50",0.5,56,23
"DRC",175,2,"obv_50",0.5,59,32
"DRC",175,3,"obv_50",0.5,34,17
"DRC",175,4,"obv_50",0.5,3,2
"DRC",175,5,"obv_50",0.5,347,160
"DRC",175,6,"obv_50",0.5,92,49
"DRC",175,7,"obv_50",0.5,34,14
"DRC",175,8,"obv_50",0.5,331,164
"DRC",175,9,"obv_50",0.5,47,21
"DRC",175,10,"obv_50",0.5,294,157
"DRC",176,1,"obv_50",0.5,301,150
"DRC",176,2,"obv_50",0.5,54,25
"DRC",176,3,"obv_50",0.5,94,48
"DRC",176,4,"obv_50",0.5,94,48
"DRC",176,5,"obv_50",0.5,243,119
"DRC",176,6,"obv_50",0.5,40,22
"DRC",176,7,"obv_50",0.5,32,18
"DRC",176,8,"obv_50",0.5,39,19
"DRC",176,9,"obv_50",0.5,219,118
"DRC",176,10,"obv_50",0.5,58,33
"DRC",177,1,"obv_50",0.5,72,32
"DRC",177,2,"obv_50",0.5,352,187
"DRC",177,3,"obv_50",0.5,19,11
"DRC",177,4,"obv_50",0.5,39,16
"DRC",177,5,"obv_50",0.5,32,12
"DRC",177,6,"obv_50",0.5,9,5
"DRC",177,7,"obv_50",0.5,194,95
"DRC",177,8,"obv_50",0.5,8,6
"DRC",177,9,"obv_50",0.5,326,152
"DRC",177,10,"obv_50",0.5,20,13
"DRC",178,1,"obv_50",0.5,169,87
"DRC",178,2,"obv_50",0.5,132,61
"DRC",178,3,"obv_50",0.5,9,4
"DRC",178,4,"obv_50",0.5,15,4
"DRC",178,5,"obv_50",0.5,8,2
"DRC",178,6,"obv_50",0.5,367,181
"DRC",178,7,"obv_50",0.5,380,183
"DRC",178,8,"obv_50",0.5,52,24
"DRC",178,9,"obv_50",0.5,356,173
"DRC",178,10,"obv_50",0.5,131,62
"DRC",179,1,"obv_50",0.5,113,62
"DRC",179,2,"obv_50",0.5,113,62
"DRC",179,3,"obv_50",0.5,142,67
"DRC",179,4,"obv_50",0.5,9,5
"DRC",179,5,"obv_50",0.5,33,9
"DRC",179,6,"obv_50",0.5,289,146
"DRC",179,7,"obv_50",0.5,110,60
"DRC",179,8,"obv_50",0.5,110,60
"DRC",179,9,"obv_50",0.5,196,88
"DRC",179,10,"obv_50",0.5,153,79
"DRC",180,1,"obv_50",0.5,184,84
"DRC",180,2,"obv_50",0.5,194,97
"DRC",180,3,"obv_50",0.5,68,40
"DRC",180,4,"obv_50",0.5,2,1
"DRC",180,5,"obv_50",0.5,75,34
"DRC",180,6,"obv_50",0.5,143,72
"DRC",180,7,"obv_50",0.5,312,142
"DRC",180,8,"obv_50",0.5,41,21
"DRC",180,9,"obv_50",0.5,124,58
"DRC",180,10,"obv_50",0.5,44,18
"DRC",181,1,"obv_50",0.5,28,15
"DRC",181,2,"obv_50",0.5,52,28
"DRC",181,3,"obv_50",0.5,263,126
"DRC",181,4,"obv_50",0.5,27,15
"DRC",181,5,"obv_50",0.5,163,81
"DRC",181,6,"obv_50",0.5,34,17
"DRC",181,7,"obv_50",0.5,37,17
"DRC",181,8,"obv_50",0.5,43,14
"DRC",181,9,"obv_50",0.5,345,178
"DRC",181,10,"obv_50",0.5,47,20
"DRC",182,1,"obv_50",0.5,13,6
"DRC",182,2,"obv_50",0.5,5,3
"DRC",182,3,"obv_50",0.5,319,160
"DRC",182,4,"obv_50",0.5,299,153
"DRC",182,5,"obv_50",0.5,4,3
"DRC",182,6,"obv_50",0.5,369,203
"DRC",182,7,"obv_50",0.5,45,24
"DRC",182,8,"obv_50",0.5,18,9
"DRC",182,9,"obv_50",0.5,132,70
"DRC",182,10,"obv_50",0.5,332,153
"DRC",183,1,"obv_50",0.5,356,172
"DRC",183,2,"obv_50",0.5,31,17
"DRC",183,3,"obv_50",0.5,259,131
"DRC",183,4,"obv_50",0.5,399,198
"DRC",183,5,"obv_50",0.5,182,80
"DRC",183,6,"obv_50",0.5,383,191
"DRC",183,7,"obv_50",0.5,25,15
"DRC",183,8,"obv_50",0.5,415,211
"DRC",183,9,"obv_50",0.5,47,29
"DRC",183,10,"obv_50",0.5,14,9
"DRC",184,1,"obv_50",0.5,173,92
"DRC",184,2,"obv_50",0.5,103,52
"DRC",184,3,"obv_50",0.5,99,50
"DRC",184,4,"obv_50",0.5,429,212
"DRC",184,5,"obv_50",0.5,445,234
"DRC",184,6,"obv_50",0.5,446,206
"DRC",184,7,"obv_50",0.5,255,128
"DRC",184,8,"obv_50",0.5,47,28
"DRC",184,9,"obv_50",0.5,14,6
"DRC",184,10,"obv_50",0.5,16,8
"DRC",185,1,"obv_50",0.5,75,39
"DRC",185,2,"obv_50",0.5,215,117
"DRC",185,3,"obv_50",0.5,352,173
"DRC",185,4,"obv_50",0.5,8,3
"DRC",185,5,"obv_50",0.5,30,9
"DRC",185,6,"obv_50",0.5,49,26
"DRC",185,7,"obv_50",0.5,60,29
"DRC",185,8,"obv_50",0.5,7,2
"DRC",185,9,"obv_50",0.5,91,48
"DRC",185,10,"obv_50",0.5,5,2
"DRC",186,1,"obv_50",0.5,112,55
"DRC",186,2,"obv_50",0.5,68,36
"DRC",186,3,"obv_50",0.5,204,112
"DRC",186,4,"obv_50",0.5,171,86
"DRC",186,5,"obv_50",0.5,3,1
"DRC",186,6,"obv_50",0.5,10,5
"DRC",186,7,"obv_50",0.5,175,83
"DRC",186,8,"obv_50",0.5,60,30
"DRC",186,9,"obv_50",0.5,239,112
"DRC",186,10,"obv_50",0.5,20,9
"DRC",187,1,"obv_50",0.5,375,200
"DRC",187,2,"obv_50",0.5,57,28
"DRC",187,3,"obv_50",0.5,42,17
"DRC",187,4,"obv_50",0.5,42,17
"DRC",187,5,"obv_50",0.5,17,10
"DRC",187,6,"obv_50",0.5,104,51
"DRC",187,7,"obv_50",0.5,5,2
"DRC",187,8,"obv_50",0.5,21,8
"DRC",187,9,"obv_50",0.5,10,7
"DRC",187,10,"obv_50",0.5,42,24
"DRC",188,1,"obv_50",0.5,58,27
"DRC",188,2,"obv_50",0.5,88,55
"DRC",188,3,"obv_50",0.5,118,71
"DRC",188,4,"obv_50",0.5,220,119
"DRC",188,5,"obv_50",0.5,359,173
"DRC",188,6,"obv_50",0.5,432,220
"DRC",188,7,"obv_50",0.5,18,12
"DRC",188,8,"obv_50",0.5,54,25
"DRC",188,9,"obv_50",0.5,341,169
"DRC",188,10,"obv_50",0.5,341,169
"DRC",189,1,"obv_50",0.5,80,35
"DRC",189,2,"obv_50",0.5,12,3
"DRC",189,3,"obv_50",0.5,65,27
"DRC",189,4,"obv_50",0.5,75,34
"DRC",189,5,"obv_50",0.5,6,1
"DRC",189,6,"obv_50",0.5,65,37
"DRC",189,7,"obv_50",0.5,16,9
"DRC",189,8,"obv_50",0.5,79,39
"DRC",189,9,"obv_50",0.5,10,4
"DRC",189,10,"obv_50",0.5,12,8
"DRC",190,1,"obv_50",0.5,72,39
"DRC",190,2,"obv_50",0.5,263,139
"DRC",190,3,"obv_50",0.5,120,49
"DRC",190,4,"obv_50",0.5,3,3
"DRC",190,5,"obv_50",0.5,392,202
"DRC",190,6,"obv_50",0.5,345,183
"DRC",190,7,"obv_50",0.5,233,111
"DRC",190,8,"obv_50",0.5,142,70
"DRC",190,9,"obv_50",0.5,52,27
"DRC",190,10,"obv_50",0.5,51,24
"DRC",191,1,"obv_50",0.5,155,73
"DRC",191,2,"obv_50",0.5,89,50
"DRC",191,3,"obv_50",0.5,70,36
"DRC",191,4,"obv_50",0.5,70,36
"DRC",191,5,"obv_50",0.5,338,181
"DRC",191,6,"obv_50",0.5,16,7
"DRC",191,7,"obv_50",0.5,209,117
"DRC",191,8,"obv_50",0.5,24,9
"DRC",191,9,"obv_50",0.5,40,24
"DRC",191,10,"obv_50",0.5,17,9
"DRC",192,1,"obv_50",0.5,27,11
"DRC",192,2,"obv_50",0.5,15,4
"DRC",192,3,"obv_50",0.5,28,15
"DRC",192,4,"obv_50",0.5,332,167
"DRC",192,5,"obv_50",0.5,23,10
"DRC",192,6,"obv_50",0.5,53,26
"DRC",192,7,"obv_50",0.5,39,17
"DRC",192,8,"obv_50",0.5,12,4
"DRC",192,9,"obv_50",0.5,181,88
"DRC",192,10,"obv_50",0.5,170,80
"DRC",193,1,"obv_50",0.5,291,155
"DRC",193,2,"obv_50",0.5,249,127
"DRC",193,3,"obv_50",0.5,35,18
"DRC",193,4,"obv_50",0.5,35,18
"DRC",193,5,"obv_50",0.5,168,71
"DRC",193,6,"obv_50",0.5,58,26
"DRC",193,7,"obv_50",0.5,10,5
"DRC",193,8,"obv_50",0.5,309,151
"DRC",193,9,"obv_50",0.5,317,150
"DRC",193,10,"obv_50",0.5,22,12
"DRC",194,1,"obv_50",0.5,213,108
"DRC",194,2,"obv_50",0.5,22,6
"DRC",194,3,"obv_50",0.5,22,6
"DRC",194,4,"obv_50",0.5,104,44
"DRC",194,5,"obv_50",0.5,177,83
"DRC",194,6,"obv_50",0.5,203,100
