"scenario","arm","week","metric","n","q025","q25","q50","q75","q975","method","iqr_width","ci95_width"
"WestAfrica","obv",38.5,"hcw_deaths_incidence",200,1.8975,4.4,6.3,8.7,12.8175,"mean_first",4.3,10.92
"WestAfrica","obv",38.5,"infections",200,186.9825,344.7,483.15,654.8,936.2575,"mean_first",310.1,749.275
"WestAfrica","obv",39.5,"deaths",200,121.8525,227.025,319.05,411.375,567.015,"mean_first",184.35,445.1625
"WestAfrica","obv",39.5,"hcw_deaths",200,56.3125,104.8,155.05,207.775,310.0125,"mean_first",102.975,253.7
"WestAfrica","obv",39.5,"hcw_deaths_incidence",200,1.7975,3.9,5.95,7.6,11.8075,"mean_first",3.7,10.01
"WestAfrica","obv",39.5,"infections",200,168.2225,314.95,422,573.675,848.5875,"mean_first",258.725,680.365
"WestAfrica","obv",40.5,"deaths",200,108.31,193.35,277.45,368,512.6625,"mean_first",174.65,404.3525
"WestAfrica","obv",40.5,"hcw_deaths",200,58.3225,109.1,162.05,214.575,320.48,"mean_first",105.475,262.1575
"WestAfrica","obv",40.5,"hcw_deaths_incidence",200,1.6925,3.6,5.05,7.3,10.8,"mean_first",3.7,9.1075
"WestAfrica","obv",40.5,"infections",200,128.14,279.425,359.35,501.2,715.54,"mean_first",221.775,587.4
"WestAfrica","obv",41.5,"deaths",200,94.6,174.725,237.85,325.625,482.06,"mean_first",150.9,387.46
"WestAfrica","obv",41.5,"hcw_deaths",200,59.925,112.875,168.6,221.825,328.055,"mean_first",108.95,268.13
"WestAfrica","obv",41.5,"hcw_deaths_incidence",200,1.595,3,4.5,6.3,9.7,"mean_first",3.3,8.105
"WestAfrica","obv",41.5,"infections",200,104.8575,239.275,305.45,431.325,644.0075,"mean_first",192.05,539.15
"WestAfrica","obv",42.5,"deaths",200,81.78,156.125,206.45,279.575,403.1025,"mean_first",123.45,321.3225
"WestAfrica","obv",42.5,"hcw_deaths",200,61.42,116.15,174.05,226.675,335.5125,"mean_first",110.525,274.0925
"WestAfrica","obv",42.5,"hcw_deaths_incidence",200,1.1975,2.5,3.85,5.425,9.3025,"mean_first",2.925,8.105
"WestAfrica","obv",42.5,"infections",200,86.8025,199.075,264.6,363.6,539.955,"mean_first",164.525,453.1525
"WestAfrica","obv",43.5,"deaths",200,66.23,136.675,173.9,243.9,347.06,"mean_first",107.225,280.83
"WestAfrica","obv",43.5,"hcw_deaths",200,62.14,119.05,178.1,231.35,342.93,"mean_first",112.3,280.79
"WestAfrica","obv",43.5,"hcw_deaths_incidence",200,1,2.2,3.4,4.8,8.0025,"mean_first",2.6,7.0025
"WestAfrica","obv",43.5,"infections",200,75.635,171.25,229.3,315.2,486.96,"mean_first",143.95,411.325
"WestAfrica","obv",44.5,"deaths",200,48.5775,113.1,147.05,203.725,305.21,"mean_first",90.625,256.6325
"WestAfrica","obv",44.5,"hcw_deaths",200,63.3525,120.45,181.25,234.275,346.3625,"mean_first",113.825,283.01
"WestAfrica","obv",44.5,"hcw_deaths_incidence",200,0.9,1.9,2.75,3.925,6.4025,"mean_first",2.025,5.5025
"WestAfrica","obv",44.5,"infections",200,58.4875,141.425,196.8,271.9,407.45,"mean_first",130.475,348.9625
"WestAfrica","obv",45.5,"deaths",200,43.3825,93.8,126.85,175.85,259.665,"mean_first",82.05,216.2825
"WestAfrica","obv",45.5,"hcw_deaths",200,64.35,121.5,184.85,237.65,347.32,"mean_first",116.15,282.97
"WestAfrica","obv",45.5,"hcw_deaths_incidence",200,0.5975,1.6,2.35,3.3,5.305,"mean_first",1.7,4.7075
"WestAfrica","obv",45.5,"infections",200,47.8325,117.95,165.7,221.925,339.04,"mean_first",103.975,291.2075
"WestAfrica","obv",46.5,"deaths",200,33.58,78.075,110.25,151.125,226.41,"mean_first",73.05,192.83
"WestAfrica","obv",46.5,"hcw_deaths",200,64.765,122.65,187.5,240.65,348.45,"mean_first",118,283.685
"WestAfrica","obv",46.5,"hcw_deaths_incidence",200,0.4,1.3,1.9,2.8,5.1,"mean_first",1.5,4.7
"WestAfrica","obv",46.5,"infections",200,38.4525,93.275,136.9,186.55,286.805,"mean_first",93.275,248.3525
"WestAfrica","obv",47.5,"deaths",200,29.4125,64.75,91.25,125.375,184.2325,"mean_first",60.625,154.82
"WestAfrica","obv",47.5,"hcw_deaths",200,65.2775,123.725,189.95,242.85,348.6975,"mean_first",119.125,283.42
"WestAfrica","obv",47.5,"hcw_deaths_incidence",200,0.3,1,1.6,2.4,3.9075,"mean_first",1.4,3.6075
"WestAfrica","obv",47.5,"infections",200,30.965,76.45,113.35,153.875,243.1125,"mean_first",77.425,212.1475
"WestAfrica","obv",48.5,"deaths",200,23.1075,52.95,76.85,104.675,157.03,"mean_first",51.725,133.9225
"WestAfrica","obv",48.5,"hcw_deaths",200,65.29,124.275,192.15,244.825,348.945,"mean_first",120.55,283.655
"WestAfrica","obv",48.5,"hcw_deaths_incidence",200,0.2975,0.875,1.4,2.2,3.61,"mean_first",1.325,3.3125
"WestAfrica","obv",48.5,"infections",200,24.7725,61.9,94.15,133.025,223.8375,"mean_first",71.125,199.065
"WestAfrica","obv",49.5,"deaths",200,16.275,43.2,63.3,84.775,135.135,"mean_first",41.575,118.86
"WestAfrica","obv",49.5,"hcw_deaths",200,65.395,125.1,193.65,246.325,349.1625,"mean_first",121.225,283.7675
"WestAfrica","obv",49.5,"hcw_deaths_incidence",200,0.3,0.7,1.1,1.6,3.1075,"mean_first",0.9,2.8075
"WestAfrica","obv",49.5,"infections",200,18.7775,50.375,78.5,112.1,204.03,"mean_first",61.725,185.2525
"WestAfrica","obv",50.5,"deaths",200,11.7925,33.9,51.3,72.5,119.45,"mean_first",38.6,107.6575
"WestAfrica","obv",50.5,"hcw_deaths",200,66.085,126.225,194.7,247.6,349.1725,"mean_first",121.375,283.0875
"WestAfrica","obv",50.5,"hcw_deaths_incidence",200,0.0975000000000001,0.5,0.9,1.325,2.7,"mean_first",0.825,2.6025
"WestAfrica","obv",50.5,"infections",200,15.06,41.35,65.6,94.8,171.5325,"mean_first",53.45,156.4725
"WestAfrica","obv",51.5,"deaths",200,9.98,28.025,42.35,61.2,105.89,"mean_first",33.175,95.91
"WestAfrica","obv",51.5,"hcw_deaths",200,66.4775,127.45,195.45,250.225,349.1925,"mean_first",122.775,282.715
"WestAfrica","obv",51.5,"hcw_deaths_incidence",200,0.0975000000000001,0.4,0.8,1.2,2.505,"mean_first",0.8,2.4075
"WestAfrica","obv",51.5,"infections",200,11.5925,33.75,55.25,77.675,148.9325,"mean_first",43.925,137.34
"WestAfrica","obv",52.5,"deaths",200,7.5,22.675,36.1,50.45,89.0075,"mean_first",27.775,81.5075
"WestAfrica","obv",52.5,"hcw_deaths",200,66.77,128.3,196.2,252.775,349.2075,"mean_first",124.475,282.4375
"WestAfrica","obv",52.5,"hcw_deaths_incidence",200,0,0.3,0.6,1,2.1025,"mean_first",0.7,2.1025
"WestAfrica","obv",52.5,"infections",200,8.78,26.85,43.45,64.225,124.0875,"mean_first",37.375,115.3075
"WestAfrica","obv",53.5,"deaths",200,5.78,18.3,29.1,42.175,76.9075000000001,"mean_first",23.875,71.1275000000001
"WestAfrica","obv",53.5,"hcw_deaths",200,66.965,128.85,196.55,253.3,349.21,"mean_first",124.45,282.245
"WestAfrica","obv",53.5,"hcw_deaths_incidence",200,0,0.2,0.5,0.9,1.8025,"mean_first",0.7,1.8025
"WestAfrica","obv",53.5,"infections",200,5.89,21.375,34.6,54.95,110.5525,"mean_first",33.575,104.6625
"WestAfrica","obv",54.5,"deaths",200,4.795,14.8,24.55,34.425,68.82,"mean_first",19.625,64.025
"WestAfrica","obv",54.5,"hcw_deaths",200,67.2575,129.3,197.05,254,349.21,"mean_first",124.7,281.9525
"WestAfrica","obv",54.5,"hcw_deaths_incidence",200,0,0.2,0.4,0.7,1.4025,"mean_first",0.5,1.4025
"WestAfrica","obv",54.5,"infections",200,4.6825,17.425,28.7,45.875,90.8600000000001,"mean_first",28.45,86.1775000000001
"WestAfrica","obv",55.5,"deaths",200,3.3925,11.675,19.15,29.625,59.6625,"mean_first",17.95,56.27
"WestAfrica","obv",55.5,"hcw_deaths",200,67.355,129.525,197.65,254.675,349.21,"mean_first",125.15,281.855
"WestAfrica","obv",55.5,"hcw_deaths_incidence",200,0,0.1,0.3,0.6,1.2025,"mean_first",0.5,1.2025
"WestAfrica","obv",55.5,"infections",200,2.7675,12.975,22.9,37.925,87.8525,"mean_first",24.95,85.085
"WestAfrica","obv",56.5,"deaths",200,2.2,9.4,15.15,24.125,51.06,"mean_first",14.725,48.86
"WestAfrica","obv",56.5,"hcw_deaths",200,67.355,129.575,198.35,254.875,349.2125,"mean_first",125.3,281.8575
"WestAfrica","obv",56.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.5,1.1,"mean_first",0.4,1.1
"WestAfrica","obv",56.5,"infections",200,1.1975,10.875,19.55,30.775,76.6275,"mean_first",19.9,75.43
"WestAfrica","obv",57.5,"deaths",200,1.7975,7.05,12.25,20.25,44.6925,"mean_first",13.2,42.895
"WestAfrica","obv",57.5,"hcw_deaths",200,67.355,129.85,199.05,255.125,349.215,"mean_first",125.275,281.86
"WestAfrica","obv",57.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.4,1.0025,"mean_first",0.3,1.0025
"WestAfrica","obv",57.5,"infections",200,0.695,8,15.9,26.025,62.265,"mean_first",18.025,61.57
"WestAfrica","obv",58.5,"deaths",200,0.5975,5.325,10.3,17.75,39.2075,"mean_first",12.425,38.61
"WestAfrica","obv",58.5,"hcw_deaths",200,67.355,130.125,199.4,255.325,349.215,"mean_first",125.2,281.86
"WestAfrica","obv",58.5,"hcw_deaths_incidence",200,0,0,0.2,0.3,0.902500000000001,"mean_first",0.3,0.902500000000001
"WestAfrica","obv",58.5,"infections",200,0.49,6.375,14.2,22.45,53.84,"mean_first",16.075,53.35
"WestAfrica","obv",59.5,"deaths",200,0.3,4.4,8.75,14.025,34.84,"mean_first",9.625,34.54
"WestAfrica","obv",59.5,"hcw_deaths",200,67.4525,130.5,199.75,255.675,349.215,"mean_first",125.175,281.7625
"WestAfrica","obv",59.5,"hcw_deaths_incidence",200,0,0,0.1,0.3,0.9,"mean_first",0.3,0.9
"WestAfrica","obv",59.5,"infections",200,0.3975,4.875,11.65,17.75,48.4875,"mean_first",12.875,48.09
"DRC","baseline",0.5,"deaths",2000,0,0,0,0,1,"pooled",0,1
"DRC","baseline",0.5,"hcw_deaths",2000,0,0,0,0,0,"pooled",0,0
"DRC","baseline",0.5,"hcw_deaths_incidence",2000,0,0,0,0,0,"pooled",0,0
"DRC","baseline",0.5,"infections",2000,26,30,33,37,47,"pooled",7,21
"DRC","baseline",1.5,"deaths",2000,1,3,4,6,9,"pooled",3,8
"DRC","baseline",1.5,"hcw_deaths",2000,0,0,0,0,0,"pooled",0,0
"DRC","baseline",1.5,"hcw_deaths_incidence",2000,0,0,0,0,0,"pooled",0,0
"DRC","baseline",1.5,"infections",2000,5,13,19,28,50,"pooled",15,45
"DRC","baseline",2.5,"deaths",2000,6,10,12,14,19,"pooled",4,13
"DRC","baseline",2.5,"hcw_deaths",2000,0,0,0,0,0,"pooled",0,0
"DRC","baseline",2.5,"hcw_deaths_incidence",2000,0,0,0,0,0,"pooled",0,0
"DRC","baseline",2.5,"infections",2000,7,17,25,37,65.0249999999999,"pooled",20,58.0249999999999
"DRC","baseline",3.5,"deaths",2000,5,9,12,17,28,"pooled",8,23
"DRC","baseline",3.5,"hcw_deaths",2000,0,0,0,0,1,"pooled",0,1
"DRC","baseline",3.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","baseline",3.5,"infections",2000,7,19,29.5,44,85,"pooled",25,78
"DRC","baseline",4.5,"deaths",2000,4,10,15,21,38,"pooled",11,34
"DRC","baseline",4.5,"hcw_deaths",2000,0,0,0,0,2,"pooled",0,2
"DRC","baseline",4.5,"hcw_deaths_incidence",2000,0,0,0,0,2,"pooled",0,2
"DRC","baseline",4.5,"infections",2000,7,21,34,52,102.025,"pooled",31,95.0249999999999
"DRC","baseline",5.5,"deaths",2000,4,11,17,26,46,"pooled",15,42
"DRC","baseline",5.5,"hcw_deaths",2000,0,0,0,1,3,"pooled",1,3
"DRC","baseline",5.5,"hcw_deaths_incidence",2000,0,0,0,1,2,"pooled",1,2
"DRC","baseline",5.5,"infections",2000,6,23,39,63,123,"pooled",40,117
"DRC","baseline",6.5,"deaths",2000,4,12,20,30,57,"pooled",18,53
"DRC","baseline",6.5,"hcw_deaths",2000,0,0,1,2,5,"pooled",2,5
"DRC","baseline",6.5,"hcw_deaths_incidence",2000,0,0,0,1,3,"pooled",1,3
"DRC","baseline",6.5,"infections",2000,8,25.75,46,73,146,"pooled",47.25,138
"DRC","baseline",7.5,"deaths",2000,4,14,23,36,71,"pooled",22,67
"DRC","baseline",7.5,"hcw_deaths",2000,0,1,2,3,7,"pooled",2,7
"DRC","baseline",7.5,"hcw_deaths_incidence",2000,0,0,0,1,4,"pooled",1,4
"DRC","baseline",7.5,"infections",2000,8,30,52.5,85,180,"pooled",55,172
"DRC","baseline",8.5,"deaths",2000,5,16,27,42,86,"pooled",26,81
"DRC","baseline",8.5,"hcw_deaths",2000,0,1,2,4,10,"pooled",3,10
"DRC","baseline",8.5,"hcw_deaths_incidence",2000,0,0,1,1,4,"pooled",1,4
"DRC","baseline",8.5,"infections",2000,8,34,62,102,214,"pooled",68,206
"DRC","baseline",9.5,"deaths",2000,5,17,32,51,104,"pooled",34,99
"DRC","baseline",9.5,"hcw_deaths",2000,0,2,3,6,13,"pooled",4,13
"DRC","baseline",9.5,"hcw_deaths_incidence",2000,0,0,1,2,5,"pooled",2,5
"DRC","baseline",9.5,"infections",2000,9,38,71,118,241.05,"pooled",80,232.05
"DRC","baseline",10.5,"deaths",2000,5,20,36,60,121.075,"pooled",40,116.075
"DRC","baseline",10.5,"hcw_deaths",2000,0,2,4,7,16,"pooled",5,16
"DRC","baseline",10.5,"hcw_deaths_incidence",2000,0,0,1,2,5,"pooled",2,5
"DRC","baseline",10.5,"infections",2000,8,40,78,131,272.025,"pooled",91,264.025
"DRC","baseline",11.5,"deaths",2000,6,22,42,69,142,"pooled",47,136
"DRC","baseline",11.5,"hcw_deaths",2000,0,3,5,9,20,"pooled",6,20
"DRC","baseline",11.5,"hcw_deaths_incidence",2000,0,0,1,2,5,"pooled",2,5
"DRC","baseline",11.5,"infections",2000,9,40,79.5,137,290.025,"pooled",97,281.025
"DRC","baseline",12.5,"deaths",2000,5,25,47,80,163.025,"pooled",55,158.025
"DRC","baseline",12.5,"hcw_deaths",2000,0,4,7,11,25,"pooled",7,25
"DRC","baseline",12.5,"hcw_deaths_incidence",2000,0,0,1,2,6,"pooled",2,6
"DRC","baseline",12.5,"infections",2000,6,37,73.5,131,277,"pooled",94,271
"DRC","baseline",13.5,"deaths",2000,4,23,46,76,160.025,"pooled",53,156.025
"DRC","baseline",13.5,"hcw_deaths",2000,1,4,8,13,29,"pooled",9,28
"DRC","baseline",13.5,"hcw_deaths_incidence",2000,0,0,1,2,6,"pooled",2,6
"DRC","baseline",13.5,"infections",2000,5,32,67,119,259,"pooled",87,254
"DRC","baseline",14.5,"deaths",2000,4,21,42,72,154.05,"pooled",51,150.05
"DRC","baseline",14.5,"hcw_deaths",2000,1,5,10,16,34.0249999999999,"pooled",11,33.0249999999999
"DRC","baseline",14.5,"hcw_deaths_incidence",2000,0,0,1,3,7,"pooled",3,7
"DRC","baseline",14.5,"infections",2000,2.975,29,61,109,246.025,"pooled",80,243.05
"DRC","baseline",15.5,"deaths",2000,3,19,38,68,145,"pooled",49,142
"DRC","baseline",15.5,"hcw_deaths",2000,1,6,11,18,41,"pooled",12,40
"DRC","baseline",15.5,"hcw_deaths_incidence",2000,0,0,1,3,8,"pooled",3,8
"DRC","baseline",15.5,"infections",2000,1.975,25,53,99,232,"pooled",74,230.025
"DRC","baseline",16.5,"deaths",2000,2,16,33,60,136,"pooled",44,134
"DRC","baseline",16.5,"hcw_deaths",2000,2,7,12,21,47,"pooled",14,45
"DRC","baseline",16.5,"hcw_deaths_incidence",2000,0,0,1,2,7,"pooled",2,7
"DRC","baseline",16.5,"infections",2000,1,20,48,89,209.149999999999,"pooled",69,208.149999999999
"DRC","baseline",17.5,"deaths",2000,1,14,30,54,123,"pooled",40,122
"DRC","baseline",17.5,"hcw_deaths",2000,2,8,14,23,52,"pooled",15,50
"DRC","baseline",17.5,"hcw_deaths_incidence",2000,0,0,1,2,6,"pooled",2,6
"DRC","baseline",17.5,"infections",2000,0,18,43.5,82,193,"pooled",64,193
"DRC","baseline",18.5,"deaths",2000,0,12,28,51,119.025,"pooled",39,119.025
"DRC","baseline",18.5,"hcw_deaths",2000,2,8,15,25,56,"pooled",17,54
"DRC","baseline",18.5,"hcw_deaths_incidence",2000,0,0,1,2,6,"pooled",2,6
"DRC","baseline",18.5,"infections",2000,0,15,37.5,74,172.025,"pooled",59,172.025
"DRC","baseline",19.5,"deaths",2000,0,10,25,47,109,"pooled",37,109
"DRC","baseline",19.5,"hcw_deaths",2000,2,8,16,27,61,"pooled",19,59
"DRC","baseline",19.5,"hcw_deaths_incidence",2000,0,0,1,2,6,"pooled",2,6
"DRC","baseline",19.5,"infections",2000,0,12,33,66,164,"pooled",54,164
"DRC","baseline",20.5,"deaths",2000,0,9,22,42,102.025,"pooled",33,102.025
"DRC","baseline",20.5,"hcw_deaths",2000,2,9,17,29,64,"pooled",20,62
"DRC","baseline",20.5,"hcw_deaths_incidence",2000,0,0,1,2,5,"pooled",2,5
"DRC","baseline",20.5,"infections",2000,0,9,29,58,144.025,"pooled",49,144.025
"DRC","baseline",21.5,"deaths",2000,0,7,19,37,91.0249999999999,"pooled",30,91.0249999999999
"DRC","baseline",21.5,"hcw_deaths",2000,2,9,18,30,66.0249999999999,"pooled",21,64.0249999999999
"DRC","baseline",21.5,"hcw_deaths_incidence",2000,0,0,1,2,5,"pooled",2,5
"DRC","baseline",21.5,"infections",2000,0,6,23,49.25,133.025,"pooled",43.25,133.025
"DRC","baseline",22.5,"deaths",2000,0,5,16,32,83,"pooled",27,83
"DRC","baseline",22.5,"hcw_deaths",2000,2,10,19,31,70,"pooled",21,68
"DRC","baseline",22.5,"hcw_deaths_incidence",2000,0,0,0,1,4,"pooled",1,4
"DRC","baseline",22.5,"infections",2000,0,4,18,43,118.025,"pooled",39,118.025
"DRC","baseline",23.5,"deaths",2000,0,4,12.5,27,72,"pooled",23,72
"DRC","baseline",23.5,"hcw_deaths",2000,3,10,19,32.25,71.0249999999999,"pooled",22.25,68.0249999999999
"DRC","baseline",23.5,"hcw_deaths_incidence",2000,0,0,0,1,4,"pooled",1,4
"DRC","baseline",23.5,"infections",2000,0,3,15,35,107,"pooled",32,107
"DRC","baseline",24.5,"deaths",2000,0,3,10,23,66,"pooled",20,66
"DRC","baseline",24.5,"hcw_deaths",2000,3,10,20,33,72.0249999999999,"pooled",23,69.0249999999999
"DRC","baseline",24.5,"hcw_deaths_incidence",2000,0,0,0,1,3,"pooled",1,3
"DRC","baseline",24.5,"infections",2000,0,1,12,31,101.025,"pooled",30,101.025
"DRC","baseline",25.5,"deaths",2000,0,2,9,20,58.0249999999999,"pooled",18,58.0249999999999
"DRC","baseline",25.5,"hcw_deaths",2000,3,10,20,34,75,"pooled",24,72
"DRC","baseline",25.5,"hcw_deaths_incidence",2000,0,0,0,1,3.02499999999986,"pooled",1,3.02499999999986
"DRC","baseline",25.5,"infections",2000,0,0.75,10,27,92,"pooled",26.25,92
"DRC","baseline",26.5,"deaths",2000,0,1,7,17,55,"pooled",16,55
"DRC","baseline",26.5,"hcw_deaths",2000,3,11,21,35,75.0749999999996,"pooled",24,72.0749999999996
"DRC","baseline",26.5,"hcw_deaths_incidence",2000,0,0,0,1,3,"pooled",1,3
"DRC","baseline",26.5,"infections",2000,0,0,8,25,87.0499999999997,"pooled",25,87.0499999999997
"DRC","baseline",27.5,"deaths",2000,0,0,6,15,51,"pooled",15,51
"DRC","baseline",27.5,"hcw_deaths",2000,3,11,21,35,76.0749999999996,"pooled",24,73.0749999999996
"DRC","baseline",27.5,"hcw_deaths_incidence",2000,0,0,0,1,3,"pooled",1,3
"DRC","baseline",27.5,"infections",2000,0,0,6,22,79,"pooled",22,79
"DRC","baseline",28.5,"deaths",2000,0,0,5,14,47.0249999999999,"pooled",14,47.0249999999999
"DRC","baseline",28.5,"hcw_deaths",2000,3,11,21,36,76.0749999999996,"pooled",25,73.0749999999996
"DRC","baseline",28.5,"hcw_deaths_incidence",2000,0,0,0,1,3,"pooled",1,3
"DRC","baseline",28.5,"infections",2000,0,0,5,20,78,"pooled",20,78
"DRC","baseline",29.5,"deaths",2000,0,0,3,11,39,"pooled",11,39
"DRC","baseline",29.5,"hcw_deaths",2000,3,11,22,36,79,"pooled",25,76
"DRC","baseline",29.5,"hcw_deaths_incidence",2000,0,0,0,0,3,"pooled",0,3
"DRC","baseline",29.5,"infections",2000,0,0,4,21,86.0249999999999,"pooled",21,86.0249999999999
"DRC","baseline",30.5,"deaths",2000,0,0,3,11,43,"pooled",11,43
"DRC","baseline",30.5,"hcw_deaths",2000,3,11,22,37,79.0499999999997,"pooled",26,76.0499999999997
"DRC","baseline",30.5,"hcw_deaths_incidence",2000,0,0,0,0,3,"pooled",0,3
"DRC","baseline",30.5,"infections",2000,0,0,4,25,102,"pooled",25,102
"DRC","baseline",31.5,"deaths",2000,0,0,3,13,53,"pooled",13,53
"DRC","baseline",31.5,"hcw_deaths",2000,3,11,22,37.25,80.0249999999999,"pooled",26.25,77.0249999999999
"DRC","baseline",31.5,"hcw_deaths_incidence",2000,0,0,0,1,4,"pooled",1,4
"DRC","baseline",31.5,"infections",2000,0,0,4.5,30,122,"pooled",30,122
"DRC","baseline",32.5,"deaths",2000,0,0,3,15,60.0249999999999,"pooled",15,60.0249999999999
"DRC","baseline",32.5,"hcw_deaths",2000,3,11,22.5,38,82.0499999999997,"pooled",27,79.0499999999997
"DRC","baseline",32.5,"hcw_deaths_incidence",2000,0,0,0,0,3,"pooled",0,3
"DRC","baseline",32.5,"infections",2000,0,0,5,34,147.025,"pooled",34,147.025
"DRC","baseline",33.5,"deaths",2000,0,0,3,17.25,72,"pooled",17.25,72
"DRC","baseline",33.5,"hcw_deaths",2000,3,11,23,38.25,84,"pooled",27.25,81
"DRC","baseline",33.5,"hcw_deaths_incidence",2000,0,0,0,0,3,"pooled",0,3
"DRC","baseline",33.5,"infections",2000,0,0,4,40,176.099999999999,"pooled",40,176.099999999999
"DRC","baseline",34.5,"deaths",2000,0,0,3,20,87,"pooled",20,87
"DRC","baseline",34.5,"hcw_deaths",2000,3,11,23,39,86,"pooled",28,83
"DRC","baseline",34.5,"hcw_deaths_incidence",2000,0,0,0,0,3,"pooled",0,3
"DRC","baseline",34.5,"infections",2000,0,0,5,46.25,204,"pooled",46.25,204
"DRC","baseline",35.5,"deaths",2000,0,0,3,24,101.075,"pooled",24,101.075
"DRC","baseline",35.5,"hcw_deaths",2000,3,11,23.5,40,88,"pooled",29,85
"DRC","baseline",35.5,"hcw_deaths_incidence",2000,0,0,0,1,3,"pooled",1,3
"DRC","baseline",35.5,"infections",2000,0,0,5,55,240.025,"pooled",55,240.025
"DRC","baseline",36.5,"deaths",2000,0,0,3,27,123,"pooled",27,123
"DRC","baseline",36.5,"hcw_deaths",2000,3,11,24,41,89,"pooled",30,86
"DRC","baseline",36.5,"hcw_deaths_incidence",2000,0,0,0,1,4,"pooled",1,4
"DRC","baseline",36.5,"infections",2000,0,0,5,62.25,290.075,"pooled",62.25,290.075
"DRC","baseline",37.5,"deaths",2000,0,0,3,32.25,147,"pooled",32.25,147
"DRC","baseline",37.5,"hcw_deaths",2000,3,11,24,42,92,"pooled",31,89
"DRC","baseline",37.5,"hcw_deaths_incidence",2000,0,0,0,1,5,"pooled",1,5
"DRC","baseline",37.5,"infections",2000,0,0,5,75.25,353.025,"pooled",75.25,353.025
"DRC","baseline",38.5,"deaths",2000,0,0,3,39,175.05,"pooled",39,175.05
"DRC","baseline",38.5,"hcw_deaths",2000,3,12,25,43,94,"pooled",31,91
"DRC","baseline",38.5,"hcw_deaths_incidence",2000,0,0,0,1,5,"pooled",1,5
"DRC","baseline",38.5,"infections",2000,0,0,5,89,393.099999999999,"pooled",89,393.099999999999
"DRC","baseline",39.5,"deaths",2000,0,0,3,43,204.025,"pooled",43,204.025
"DRC","baseline",39.5,"hcw_deaths",2000,3,12,25,44,98.0499999999997,"pooled",32,95.0499999999997
"DRC","baseline",39.5,"hcw_deaths_incidence",2000,0,0,0,1,6,"pooled",1,6
"DRC","baseline",39.5,"infections",2000,0,0,6,103.25,471.124999999999,"pooled",103.25,471.124999999999
"DRC","baseline",40.5,"deaths",2000,0,0,4,52,234,"pooled",52,234
"DRC","baseline",40.5,"hcw_deaths",2000,3,12,26,46,102,"pooled",34,99
"DRC","baseline",40.5,"hcw_deaths_incidence",2000,0,0,0,1,7,"pooled",1,7
"DRC","baseline",40.5,"infections",2000,0,0,6,120.25,550.05,"pooled",120.25,550.05
"DRC","baseline",41.5,"deaths",2000,0,0,4,60,280,"pooled",60,280
"DRC","baseline",41.5,"hcw_deaths",2000,3,12,26,48,111,"pooled",36,108
"DRC","baseline",41.5,"hcw_deaths_incidence",2000,0,0,0,1,8,"pooled",1,8
"DRC","baseline",41.5,"infections",2000,0,0,6,143,646.099999999999,"pooled",143,646.099999999999
"DRC","baseline",42.5,"deaths",2000,0,0,4,71,330,"pooled",71,330
"DRC","baseline",42.5,"hcw_deaths",2000,3,12,27,50,117.05,"pooled",38,114.05
"DRC","baseline",42.5,"hcw_deaths_incidence",2000,0,0,0,2,9,"pooled",2,9
"DRC","baseline",42.5,"infections",2000,0,0,7,167,766.025,"pooled",167,766.025
"DRC","baseline",43.5,"deaths",2000,0,0,4,88,412.05,"pooled",88,412.05
"DRC","baseline",43.5,"hcw_deaths",2000,3,12,27,53,127,"pooled",41,124
"DRC","baseline",43.5,"hcw_deaths_incidence",2000,0,0,0,2,11,"pooled",2,11
"DRC","baseline",43.5,"infections",2000,0,0,6,178,767.075,"pooled",178,767.075
"DRC","baseline",44.5,"deaths",2000,0,0,4,106,475.174999999999,"pooled",106,475.174999999999
"DRC","baseline",44.5,"hcw_deaths",2000,3,12,28,56,135.025,"pooled",44,132.025
"DRC","baseline",44.5,"hcw_deaths_incidence",2000,0,0,0,2,12,"pooled",2,12
"DRC","baseline",44.5,"infections",2000,0,0,4,154,663.374999999998,"pooled",154,663.374999999998
"DRC","baseline",45.5,"deaths",2000,0,0,3,94,414.05,"pooled",94,414.05
"DRC","baseline",45.5,"hcw_deaths",2000,3,12,29,58,144.025,"pooled",46,141.025
"DRC","baseline",45.5,"hcw_deaths_incidence",2000,0,0,0,2,12,"pooled",2,12
"DRC","baseline",45.5,"infections",2000,0,0,3,136,574.025,"pooled",136,574.025
"DRC","baseline",46.5,"deaths",2000,0,0,2,82,372.05,"pooled",82,372.05
"DRC","baseline",46.5,"hcw_deaths",2000,3,12,29,61,155.025,"pooled",49,152.025
"DRC","baseline",46.5,"hcw_deaths_incidence",2000,0,0,0,3,14,"pooled",3,14
"DRC","baseline",46.5,"infections",2000,0,0,1,115,500.025,"pooled",115,500.025
"DRC","baseline",47.5,"deaths",2000,0,0,2,75,325,"pooled",75,325
"DRC","baseline",47.5,"hcw_deaths",2000,3,12,30,64.25,165,"pooled",52.25,162
"DRC","baseline",47.5,"hcw_deaths_incidence",2000,0,0,0,3,13,"pooled",3,13
"DRC","baseline",47.5,"infections",2000,0,0,0,104,444.174999999999,"pooled",104,444.174999999999
"DRC","baseline",48.5,"deaths",2000,0,0,1,68,286.075,"pooled",68,286.075
