"scenario","arm","week","metric","n","q025","q25","q50","q75","q975","method","iqr_width","ci95_width"
"DRC","baseline",60.5,"deaths",200,0.8875,6.2,12.6,17.75,35.845,"mean_first",11.55,34.9575
"DRC","baseline",60.5,"hcw_deaths",200,24.895,42.025,56.7,75.575,111.32,"mean_first",33.55,86.425
"DRC","baseline",60.5,"hcw_deaths_incidence",200,0,0.2,0.5,0.8,1.8025,"mean_first",0.6,1.8025
"DRC","baseline",60.5,"infections",200,0.3,8.8,18.2,27.4,56.53,"mean_first",18.6,56.23
"DRC","baseline",61.5,"deaths",200,1.0825,5.675,11.6,17.15,34.8,"mean_first",11.475,33.7175
"DRC","baseline",61.5,"hcw_deaths",200,24.895,42.375,56.95,76.5,112.22,"mean_first",34.125,87.325
"DRC","baseline",61.5,"hcw_deaths_incidence",200,0,0.2,0.4,0.7,1.605,"mean_first",0.5,1.605
"DRC","baseline",61.5,"infections",200,0.2975,7.95,16.45,25.425,53.79,"mean_first",17.475,53.4925
"DRC","baseline",62.5,"deaths",200,0.3975,5,10.45,15.9,32.4175,"mean_first",10.9,32.02
"DRC","baseline",62.5,"hcw_deaths",200,25.1975,42.875,57.35,77.1,112.53,"mean_first",34.225,87.3325
"DRC","baseline",62.5,"hcw_deaths_incidence",200,0,0.1,0.3,0.7,1.5025,"mean_first",0.6,1.5025
"DRC","baseline",62.5,"infections",200,0.1,7.5,14.4,23.425,46.255,"mean_first",15.925,46.155
"DRC","baseline",63.5,"deaths",200,0.2975,4.9,9.5,14.5,31.1225,"mean_first",9.6,30.825
"DRC","baseline",63.5,"hcw_deaths",200,25.3925,43.175,57.85,77.75,112.7375,"mean_first",34.575,87.345
"DRC","baseline",63.5,"hcw_deaths_incidence",200,0,0.2,0.4,0.7,1.3,"mean_first",0.5,1.3
"DRC","baseline",63.5,"infections",200,0.0975000000000001,6.875,13.35,20.4,44.2275,"mean_first",13.525,44.13
"DRC","baseline",64.5,"deaths",200,0.1,4.1,8.2,13.6,26.9475,"mean_first",9.5,26.8475
"DRC","baseline",64.5,"hcw_deaths",200,25.5875,43.675,58.35,78.325,113.04,"mean_first",34.65,87.4525
"DRC","baseline",64.5,"hcw_deaths_incidence",200,0,0.175,0.3,0.6,1.4,"mean_first",0.425,1.4
"DRC","baseline",64.5,"infections",200,0,6.45,11.65,19.4,35.7925,"mean_first",12.95,35.7925
"DRC","baseline",65.5,"deaths",200,0.0975000000000001,3.9,7.3,12.05,24.3,"mean_first",8.15,24.2025
"DRC","baseline",65.5,"hcw_deaths",200,25.7825,43.7,58.45,78.675,113.63,"mean_first",34.975,87.8475
"DRC","baseline",65.5,"hcw_deaths_incidence",200,0,0.1,0.3,0.5,1.2025,"mean_first",0.4,1.2025
"DRC","baseline",65.5,"infections",200,0,5.675,10.9,18.175,36.785,"mean_first",12.5,36.785
"DRC","baseline",66.5,"deaths",200,0,3.475,6.75,11.125,21.4125,"mean_first",7.65,21.4125
"DRC","baseline",66.5,"hcw_deaths",200,25.88,43.7,58.85,78.975,113.64,"mean_first",35.275,87.76
"DRC","baseline",66.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.5,1.0025,"mean_first",0.4,1.0025
"DRC","baseline",66.5,"infections",200,0,4.825,10.1,16.6,32.44,"mean_first",11.775,32.44
"DRC","baseline",67.5,"deaths",200,0,3.125,6.05,10.05,20.1325,"mean_first",6.925,20.1325
"DRC","baseline",67.5,"hcw_deaths",200,25.88,44.2,59,79.4,113.745,"mean_first",35.2,87.865
"DRC","baseline",67.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.4,1.1,"mean_first",0.3,1.1
"DRC","baseline",67.5,"infections",200,0,4.125,9.1,15.1,30.48,"mean_first",10.975,30.48
"DRC","baseline",68.5,"deaths",200,0,2.7,5.9,9.325,17.735,"mean_first",6.625,17.735
"DRC","baseline",68.5,"hcw_deaths",200,26.075,44.325,59.25,79.825,113.845,"mean_first",35.5,87.77
"DRC","baseline",68.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.4,0.9,"mean_first",0.3,0.9
"DRC","baseline",68.5,"infections",200,0,3.475,7.95,13.225,27.5125,"mean_first",9.75,27.5125
"DRC","baseline",69.5,"deaths",200,0,2,4.95,8.1,16.655,"mean_first",6.1,16.655
"DRC","baseline",69.5,"hcw_deaths",200,26.075,44.5,59.65,80.225,114.045,"mean_first",35.725,87.97
"DRC","baseline",69.5,"hcw_deaths_incidence",200,0,0,0.2,0.4,0.9,"mean_first",0.4,0.9
"DRC","baseline",69.5,"infections",200,0,2.975,6.9,12.3,23.7075,"mean_first",9.325,23.7075
"DRC","baseline",70.5,"deaths",200,0,2.075,4.9,7.925,15.4475,"mean_first",5.85,15.4475
"DRC","baseline",70.5,"hcw_deaths",200,26.2725,44.525,59.8,80.35,114.25,"mean_first",35.825,87.9775
"DRC","baseline",70.5,"hcw_deaths_incidence",200,0,0,0.2,0.3,0.802500000000001,"mean_first",0.3,0.802500000000001
"DRC","baseline",70.5,"infections",200,0,2.65,7,10.95,23.0275,"mean_first",8.3,23.0275
"DRC","baseline",71.5,"deaths",200,0,1.875,4.05,7.3,13.63,"mean_first",5.425,13.63
"DRC","baseline",71.5,"hcw_deaths",200,26.275,44.55,59.9,80.625,114.6425,"mean_first",36.075,88.3675
"DRC","baseline",71.5,"hcw_deaths_incidence",200,0,0,0.2,0.3,0.707500000000002,"mean_first",0.3,0.707500000000002
"DRC","baseline",71.5,"infections",200,0,2.2,5.7,10.35,22.215,"mean_first",8.15,22.215
"DRC","baseline",72.5,"deaths",200,0,1.6,3.55,6.425,13.42,"mean_first",4.825,13.42
"DRC","baseline",72.5,"hcw_deaths",200,26.2775,44.775,60.1,80.95,115.1375,"mean_first",36.175,88.86
"DRC","baseline",72.5,"hcw_deaths_incidence",200,0,0,0.1,0.3,0.7,"mean_first",0.3,0.7
"DRC","baseline",72.5,"infections",200,0,1.7,4.7,9.6,22.21,"mean_first",7.9,22.21
"DRC","baseline",73.5,"deaths",200,0,1.4,3.3,5.725,12.53,"mean_first",4.325,12.53
"DRC","baseline",73.5,"hcw_deaths",200,26.2775,44.8,60.4,81.25,115.9325,"mean_first",36.45,89.655
"DRC","baseline",73.5,"hcw_deaths_incidence",200,0,0,0.1,0.3,0.8,"mean_first",0.3,0.8
"DRC","baseline",73.5,"infections",200,0,1.575,4.1,9.025,20.1275,"mean_first",7.45,20.1275
"DRC","baseline",74.5,"deaths",200,0,1.2,2.6,5.4,12.52,"mean_first",4.2,12.52
"DRC","baseline",74.5,"hcw_deaths",200,26.2775,44.95,60.55,81.55,116.6175,"mean_first",36.6,90.34
"DRC","baseline",74.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.7,"mean_first",0.2,0.7
"DRC","baseline",74.5,"infections",200,0,1.4,3.75,8.9,18.555,"mean_first",7.5,18.555
"DRC","baseline",75.5,"deaths",200,0,0.9,2.4,5.225,10.81,"mean_first",4.325,10.81
"DRC","baseline",75.5,"hcw_deaths",200,26.2775,44.975,60.8,82.3,116.915,"mean_first",37.325,90.6375
"DRC","baseline",75.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.7,"mean_first",0.2,0.7
"DRC","baseline",75.5,"infections",200,0,1,3.4,7.55,20.6325,"mean_first",6.55,20.6325
"DRC","baseline",76.5,"deaths",200,0,0.7,2.15,4.7,10.8225,"mean_first",4,10.8225
"DRC","baseline",76.5,"hcw_deaths",200,26.2775,45.075,61,82.5,117.5075,"mean_first",37.425,91.23
"DRC","baseline",76.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.6025,"mean_first",0.2,0.6025
"DRC","baseline",76.5,"infections",200,0,1,3,7.025,17.9025,"mean_first",6.025,17.9025
"DRC","baseline",77.5,"deaths",200,0,0.6,1.9,4.425,11.11,"mean_first",3.825,11.11
"DRC","baseline",77.5,"hcw_deaths",200,26.2775,45.15,61.05,82.6,117.51,"mean_first",37.45,91.2325
"DRC","baseline",77.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.6025,"mean_first",0.2,0.6025
"DRC","baseline",77.5,"infections",200,0,0.75,2.65,6.725,18.3175,"mean_first",5.975,18.3175
"DRC","baseline",78.5,"deaths",200,0,0.5,1.8,4.025,10.6075,"mean_first",3.525,10.6075
"DRC","baseline",78.5,"hcw_deaths",200,26.2775,45.15,61.4,82.825,118.1025,"mean_first",37.675,91.825
"DRC","baseline",78.5,"hcw_deaths_incidence",200,0,0,0,0.1,0.5,"mean_first",0.1,0.5
"DRC","baseline",78.5,"infections",200,0,0.575,2.5,6.225,16.205,"mean_first",5.65,16.205
"DRC","baseline",79.5,"deaths",200,0,0.4,1.5,3.625,10.1,"mean_first",3.225,10.1
"DRC","baseline",79.5,"hcw_deaths",200,26.2775,45.15,61.4,82.975,118.31,"mean_first",37.825,92.0325
"DRC","baseline",79.5,"hcw_deaths_incidence",200,0,0,0,0.2,0.5,"mean_first",0.2,0.5
"DRC","baseline",79.5,"infections",200,0,0.4,2.3,5.7,12.8,"mean_first",5.3,12.8
"DRC","obv",0.5,"deaths",200,0,0,0,0.1,0.3,"mean_first",0.1,0.3
"DRC","obv",0.5,"hcw_deaths",200,0,0,0,0,0,"mean_first",0,0
"DRC","obv",0.5,"hcw_deaths_incidence",200,0,0,0,0,0,"mean_first",0,0
"DRC","obv",0.5,"infections",200,30.4975,32.5,33.7,35.1,38.005,"mean_first",2.6,7.5075
"DRC","obv",1.5,"deaths",200,3.4,4.2,4.6,5.1,6.1,"mean_first",0.899999999999999,2.7
"DRC","obv",1.5,"hcw_deaths",200,0,0,0,0,0,"mean_first",0,0
"DRC","obv",1.5,"hcw_deaths_incidence",200,0,0,0,0,0,"mean_first",0,0
"DRC","obv",1.5,"infections",200,14.2,18.775,21,23.5,28.81,"mean_first",4.725,14.61
"DRC","obv",2.5,"deaths",200,9.5,11.1,11.9,12.7,14.41,"mean_first",1.6,4.91
"DRC","obv",2.5,"hcw_deaths",200,0,0,0,0,0.1,"mean_first",0,0.1
"DRC","obv",2.5,"hcw_deaths_incidence",200,0,0,0,0,0.1,"mean_first",0,0.1
"DRC","obv",2.5,"infections",200,18.6875,24.975,28.05,31.7,38.125,"mean_first",6.725,19.4375
"DRC","obv",3.5,"deaths",200,9.9875,12,13.2,14.7,17.21,"mean_first",2.7,7.2225
"DRC","obv",3.5,"hcw_deaths",200,0,0,0,0,0.2,"mean_first",0,0.2
"DRC","obv",3.5,"hcw_deaths_incidence",200,0,0,0,0,0.2,"mean_first",0,0.2
"DRC","obv",3.5,"infections",200,21.785,28.2,32.95,38.125,47.8,"mean_first",9.925,26.015
"DRC","obv",4.5,"deaths",200,11.1975,13.9,16.1,17.725,22.7025,"mean_first",3.825,11.505
"DRC","obv",4.5,"hcw_deaths",200,0,0,0.1,0.1,0.4,"mean_first",0.1,0.4
"DRC","obv",4.5,"hcw_deaths_incidence",200,0,0,0,0.1,0.3,"mean_first",0.1,0.3
"DRC","obv",4.5,"infections",200,24.99,33.475,38.05,43.525,54.6275,"mean_first",10.05,29.6375
"DRC","obv",5.5,"deaths",200,12.8925,16.8,18.95,21.6,26.81,"mean_first",4.8,13.9175
"DRC","obv",5.5,"hcw_deaths",200,0,0.1,0.2,0.4,0.7,"mean_first",0.3,0.7
"DRC","obv",5.5,"hcw_deaths_incidence",200,0,0.075,0.1,0.2,0.5,"mean_first",0.125,0.5
"DRC","obv",5.5,"infections",200,27.5,38.475,45.75,51.725,65.605,"mean_first",13.25,38.105
"DRC","obv",6.5,"deaths",200,14.2925,19.775,22.5,25.325,32.2025,"mean_first",5.55,17.91
"DRC","obv",6.5,"hcw_deaths",200,0,0.3,0.4,0.6,1.1025,"mean_first",0.3,1.1025
"DRC","obv",6.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.3,0.7,"mean_first",0.2,0.7
"DRC","obv",6.5,"infections",200,32.545,44.3,53.05,58.9,81.145,"mean_first",14.6,48.6
"DRC","obv",7.5,"deaths",200,16.495,22.575,26.05,30.025,37.2375,"mean_first",7.45,20.7425
"DRC","obv",7.5,"hcw_deaths",200,0.2,0.5,0.7,1,1.6025,"mean_first",0.5,1.4025
"DRC","obv",7.5,"hcw_deaths_incidence",200,0,0.1,0.3,0.4,0.7,"mean_first",0.3,0.7
"DRC","obv",7.5,"infections",200,37.57,52.075,60.35,70.4,92.8025,"mean_first",18.325,55.2325
"DRC","obv",8.5,"deaths",200,18.2,26.45,30.35,34.8,47.53,"mean_first",8.35,29.33
"DRC","obv",8.5,"hcw_deaths",200,0.3,0.8,1,1.4,2.005,"mean_first",0.6,1.705
"DRC","obv",8.5,"hcw_deaths_incidence",200,0,0.2,0.3,0.4,0.8,"mean_first",0.2,0.8
"DRC","obv",8.5,"infections",200,42.3875,61.15,72,83.675,115.615,"mean_first",22.525,73.2275
"DRC","obv",9.5,"deaths",200,22.3925,31.175,37.15,41.475,55.48,"mean_first",10.3,33.0875
"DRC","obv",9.5,"hcw_deaths",200,0.6,1.1,1.4,1.8,2.8,"mean_first",0.7,2.2
"DRC","obv",9.5,"hcw_deaths_incidence",200,0,0.2,0.4,0.5,1,"mean_first",0.3,1
"DRC","obv",9.5,"infections",200,47.9875,70.3,83.4,95.825,131.695,"mean_first",25.525,83.7075
"DRC","obv",10.5,"deaths",200,24.9975,36.15,42.8,48.25,68.2775,"mean_first",12.1,43.28
"DRC","obv",10.5,"hcw_deaths",200,0.8975,1.5,1.8,2.3,3.7025,"mean_first",0.8,2.805
"DRC","obv",10.5,"hcw_deaths_incidence",200,0.1,0.3,0.4,0.6,1.2025,"mean_first",0.3,1.1025
"DRC","obv",10.5,"infections",200,52.5625,76.9,90.95,105.975,140.4225,"mean_first",29.075,87.86
"DRC","obv",11.5,"deaths",200,27.895,41.325,49,57.15,76.925,"mean_first",15.825,49.03
"DRC","obv",11.5,"hcw_deaths",200,1.1975,1.875,2.3,2.8,4.5075,"mean_first",0.925,3.31
"DRC","obv",11.5,"hcw_deaths_incidence",200,0,0.3,0.4,0.6,1.1,"mean_first",0.3,1.1
"DRC","obv",11.5,"infections",200,49.7775,78.35,94.55,111.725,146.62,"mean_first",33.375,96.8425
"DRC","obv",12.5,"deaths",200,31.35,46.9,55.8,65.875,84.745,"mean_first",18.975,53.395
"DRC","obv",12.5,"hcw_deaths",200,1.3,2.3,2.9,3.5,5.2075,"mean_first",1.2,3.9075
"DRC","obv",12.5,"hcw_deaths_incidence",200,0.1,0.3,0.6,0.8,1.2,"mean_first",0.5,1.1
"DRC","obv",12.5,"infections",200,46.46,73.175,89.3,104.5,141.7375,"mean_first",31.325,95.2775
"DRC","obv",13.5,"deaths",200,29.1625,44.075,54.05,62.625,83.9075,"mean_first",18.55,54.745
"DRC","obv",13.5,"hcw_deaths",200,1.6975,2.8,3.4,4.125,6.305,"mean_first",1.325,4.6075
"DRC","obv",13.5,"hcw_deaths_incidence",200,0.2,0.4,0.5,0.7,1.2025,"mean_first",0.3,1.0025
"DRC","obv",13.5,"infections",200,41.4775,65.325,81.45,98.375,133.5525,"mean_first",33.05,92.075
"DRC","obv",14.5,"deaths",200,26.975,40.875,50,58.625,79.91,"mean_first",17.75,52.935
"DRC","obv",14.5,"hcw_deaths",200,2.0975,3.4,4.1,4.825,7.115,"mean_first",1.425,5.0175
"DRC","obv",14.5,"hcw_deaths_incidence",200,0.1975,0.5,0.6,0.9,1.3,"mean_first",0.4,1.1025
"DRC","obv",14.5,"infections",200,36.4725,59.325,74.15,90.475,120.9,"mean_first",31.15,84.4275
"DRC","obv",15.5,"deaths",200,23.2875,37.1,47.45,55.225,75.32,"mean_first",18.125,52.0325
"DRC","obv",15.5,"hcw_deaths",200,2.5,4,4.8,5.7,7.705,"mean_first",1.7,5.205
"DRC","obv",15.5,"hcw_deaths_incidence",200,0.1,0.5,0.7,0.9,1.4,"mean_first",0.4,1.3
"DRC","obv",15.5,"infections",200,35.19,52.05,65.95,80.975,110.2875,"mean_first",28.925,75.0975
"DRC","obv",16.5,"deaths",200,20.78,33.05,40.55,49.6,65.43,"mean_first",16.55,44.65
"DRC","obv",16.5,"hcw_deaths",200,2.7,4.4,5.4,6.5,8.6075,"mean_first",2.1,5.9075
"DRC","obv",16.5,"hcw_deaths_incidence",200,0.1,0.4,0.6,0.8,1.3025,"mean_first",0.4,1.2025
"DRC","obv",16.5,"infections",200,29.1725,47.525,58.9,73.2,102.145,"mean_first",25.675,72.9725
"DRC","obv",17.5,"deaths",200,18.3975,29.425,37.5,45.375,63.5175,"mean_first",15.95,45.12
"DRC","obv",17.5,"hcw_deaths",200,3.195,4.875,5.9,7.2,9.805,"mean_first",2.325,6.61
"DRC","obv",17.5,"hcw_deaths_incidence",200,0.1,0.4,0.5,0.7,1.3,"mean_first",0.3,1.2
"DRC","obv",17.5,"infections",200,24.39,43.6,55.25,68.25,96.5475,"mean_first",24.65,72.1575
"DRC","obv",18.5,"deaths",200,16.6925,27.2,33.6,40.875,55.905,"mean_first",13.675,39.2125
"DRC","obv",18.5,"hcw_deaths",200,3.4975,5.3,6.4,7.725,10.6025,"mean_first",2.425,7.105
"DRC","obv",18.5,"hcw_deaths_incidence",200,0,0.3,0.5,0.7,1.2,"mean_first",0.4,1.2
"DRC","obv",18.5,"infections",200,22.6975,38.75,48.75,60.875,83.6025,"mean_first",22.125,60.905
"DRC","obv",19.5,"deaths",200,14.885,24.5,31.4,37.95,52.7325,"mean_first",13.45,37.8475
"DRC","obv",19.5,"hcw_deaths",200,3.6975,5.675,6.9,8.4,11.3,"mean_first",2.725,7.6025
"DRC","obv",19.5,"hcw_deaths_incidence",200,0,0.3,0.4,0.6,1.2,"mean_first",0.3,1.2
"DRC","obv",19.5,"infections",200,19.395,33.125,43.45,55.4,78.33,"mean_first",22.275,58.935
"DRC","obv",20.5,"deaths",200,12.3825,21.975,27.95,34.5,47.7325,"mean_first",12.525,35.35
"DRC","obv",20.5,"hcw_deaths",200,4.19,5.975,7.3,8.825,12.1075,"mean_first",2.85,7.9175
"DRC","obv",20.5,"hcw_deaths_incidence",200,0,0.2,0.4,0.525,1.1,"mean_first",0.325,1.1
"DRC","obv",20.5,"infections",200,17.1875,28.05,38.65,49.15,66.2875,"mean_first",21.1,49.1
"DRC","obv",21.5,"deaths",200,11.595,18.725,24.45,31.525,42.4,"mean_first",12.8,30.805
"DRC","obv",21.5,"hcw_deaths",200,4.1975,6.3,7.7,9.225,12.9075,"mean_first",2.925,8.71
"DRC","obv",21.5,"hcw_deaths_incidence",200,0,0.2,0.3,0.5,1,"mean_first",0.3,1
"DRC","obv",21.5,"infections",200,13.0975,22.925,32.5,41.375,60.4,"mean_first",18.45,47.3025
"DRC","obv",22.5,"deaths",200,9.49,15.375,21.15,26.9,38.525,"mean_first",11.525,29.035
"DRC","obv",22.5,"hcw_deaths",200,4.2,6.6,7.85,9.7,13.2175,"mean_first",3.1,9.0175
"DRC","obv",22.5,"hcw_deaths_incidence",200,0,0.2,0.3,0.5,1,"mean_first",0.3,1
"DRC","obv",22.5,"infections",200,8.6925,19.125,27.1,35.95,52.51,"mean_first",16.825,43.8175
"DRC","obv",23.5,"deaths",200,7.2875,12.3,17.95,22.5,31.815,"mean_first",10.2,24.5275
"DRC","obv",23.5,"hcw_deaths",200,4.3975,6.8,8.25,10,13.72,"mean_first",3.2,9.3225
"DRC","obv",23.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.4,0.802500000000001,"mean_first",0.3,0.802500000000001
"DRC","obv",23.5,"infections",200,8.4825,16.375,22.7,30.825,46.26,"mean_first",14.45,37.7775
"DRC","obv",24.5,"deaths",200,4.8975,10.575,14.85,19.4,28.6075,"mean_first",8.825,23.71
"DRC","obv",24.5,"hcw_deaths",200,4.5975,7,8.4,10.2,14.1175,"mean_first",3.2,9.52
"DRC","obv",24.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.325,0.7,"mean_first",0.225,0.7
"DRC","obv",24.5,"infections",200,6.4925,14.15,19.75,27.975,41.8225,"mean_first",13.825,35.33
"DRC","obv",25.5,"deaths",200,4.7925,9.2,12.85,17.225,24.64,"mean_first",8.025,19.8475
"DRC","obv",25.5,"hcw_deaths",200,4.895,7.1,8.85,10.4,14.3125,"mean_first",3.3,9.4175
"DRC","obv",25.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.3,0.6,"mean_first",0.2,0.6
"DRC","obv",25.5,"infections",200,5.195,12.275,17.85,24.05,37.315,"mean_first",11.775,32.12
"DRC","obv",26.5,"deaths",200,3.6975,7.95,11.2,15.05,23.815,"mean_first",7.1,20.1175
"DRC","obv",26.5,"hcw_deaths",200,4.895,7.275,9.1,10.6,14.9125,"mean_first",3.325,10.0175
"DRC","obv",26.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.3,0.6,"mean_first",0.2,0.6
"DRC","obv",26.5,"infections",200,4.2925,10.875,15.25,22.15,34.6025,"mean_first",11.275,30.31
"DRC","obv",27.5,"deaths",200,3.0875,6.375,9.95,13.325,19.91,"mean_first",6.95,16.8225
"DRC","obv",27.5,"hcw_deaths",200,4.9975,7.4,9.25,10.8,15.015,"mean_first",3.4,10.0175
"DRC","obv",27.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.5,"mean_first",0.2,0.5
"DRC","obv",27.5,"infections",200,3.495,9.05,14.1,19.925,32.8175,"mean_first",10.875,29.3225
"DRC","obv",28.5,"deaths",200,2.59,6,8.8,12.225,21.2075,"mean_first",6.225,18.6175
"DRC","obv",28.5,"hcw_deaths",200,5,7.575,9.35,11,15.025,"mean_first",3.425,10.025
"DRC","obv",28.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.5,"mean_first",0.2,0.5
"DRC","obv",28.5,"infections",200,2.895,7.975,12.35,17.6,33.035,"mean_first",9.625,30.14
"DRC","obv",29.5,"deaths",200,1.9,4.6,6.85,9.85,16.6075,"mean_first",5.25,14.7075
"DRC","obv",29.5,"hcw_deaths",200,5,7.6,9.4,11.1,15.13,"mean_first",3.5,10.13
"DRC","obv",29.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.4,"mean_first",0.2,0.4
"DRC","obv",29.5,"infections",200,2.595,8.225,13.45,18.45,35.4225,"mean_first",10.225,32.8275
"DRC","obv",30.5,"deaths",200,1.7,4.575,7.05,10.125,18.0025,"mean_first",5.55,16.3025
"DRC","obv",30.5,"hcw_deaths",200,5,7.775,9.45,11.3,15.435,"mean_first",3.525,10.435
"DRC","obv",30.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.5,"mean_first",0.2,0.5
"DRC","obv",30.5,"infections",200,2.6975,10,15.65,22.625,40.5075,"mean_first",12.625,37.81
"DRC","obv",31.5,"deaths",200,1.79,5.2,8.5,11.725,21.8025,"mean_first",6.525,20.0125
"DRC","obv",31.5,"hcw_deaths",200,5.1975,7.8,9.55,11.6,15.4425,"mean_first",3.8,10.245
"DRC","obv",31.5,"hcw_deaths_incidence",200,0,0.1,0.1,0.3,0.6,"mean_first",0.2,0.6
"DRC","obv",31.5,"infections",200,3.1975,12.1,18.45,28.125,46.8775,"mean_first",16.025,43.68
"DRC","obv",32.5,"deaths",200,1.695,6.075,9.65,14,23.5325,"mean_first",7.925,21.8375
"DRC","obv",32.5,"hcw_deaths",200,5.3925,7.975,9.7,11.725,15.6375,"mean_first",3.75,10.245
"DRC","obv",32.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.402500000000001,"mean_first",0.2,0.402500000000001
"DRC","obv",32.5,"infections",200,3.4975,13.6,22.3,33.425,57.93,"mean_first",19.825,54.4325
"DRC","obv",33.5,"deaths",200,1.8975,6.875,10.8,16.225,27.7175,"mean_first",9.35,25.82
"DRC","obv",33.5,"hcw_deaths",200,5.4925,8.1,9.8,11.925,15.7375,"mean_first",3.825,10.245
"DRC","obv",33.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.5,"mean_first",0.2,0.5
"DRC","obv",33.5,"infections",200,4.3925,15.975,25.5,39.075,64.51,"mean_first",23.1,60.1175
"DRC","obv",34.5,"deaths",200,1.8,8.275,13.25,19.75,33.1475,"mean_first",11.475,31.3475
"DRC","obv",34.5,"hcw_deaths",200,5.4925,8.2,10,12.125,16.1325,"mean_first",3.925,10.64
"DRC","obv",34.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.5,"mean_first",0.2,0.5
"DRC","obv",34.5,"infections",200,4.3875,18.15,30.75,46.3,78.1125,"mean_first",28.15,73.725
"DRC","obv",35.5,"deaths",200,2.695,9.375,15.15,22.9,40.415,"mean_first",13.525,37.72
"DRC","obv",35.5,"hcw_deaths",200,5.4925,8.275,10.2,12.4,16.53,"mean_first",4.125,11.0375
"DRC","obv",35.5,"hcw_deaths_incidence",200,0,0,0.1,0.3,0.5,"mean_first",0.3,0.5
"DRC","obv",35.5,"infections",200,4.595,21.875,35.65,51.275,95.615,"mean_first",29.4,91.02
"DRC","obv",36.5,"deaths",200,2.6,11.15,17.55,27.1,44.51,"mean_first",15.95,41.91
"DRC","obv",36.5,"hcw_deaths",200,5.4975,8.3,10.3,12.525,17.4125,"mean_first",4.225,11.915
"DRC","obv",36.5,"hcw_deaths_incidence",200,0,0,0.1,0.3,0.7,"mean_first",0.3,0.7
"DRC","obv",36.5,"infections",200,5.0825,26.325,41.95,61.15,117.4275,"mean_first",34.825,112.345
"DRC","obv",37.5,"deaths",200,2.995,13.3,21.6,31.425,54.6025,"mean_first",18.125,51.6075
"DRC","obv",37.5,"hcw_deaths",200,5.695,8.575,10.5,12.8,18.3,"mean_first",4.225,12.605
"DRC","obv",37.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.3,0.7,"mean_first",0.2,0.7
"DRC","obv",37.5,"infections",200,8.08,31.875,50,74.125,128.6625,"mean_first",42.25,120.5825
"DRC","obv",38.5,"deaths",200,3.1,16.175,25.2,35.95,66.31,"mean_first",19.775,63.21
"DRC","obv",38.5,"hcw_deaths",200,5.6975,8.775,10.7,13.1,18.41,"mean_first",4.325,12.7125
"DRC","obv",38.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.4,0.8,"mean_first",0.3,0.8
"DRC","obv",38.5,"infections",200,8.395,37.1,60.2,85.7,154.06,"mean_first",48.6,145.665
"DRC","obv",39.5,"deaths",200,4.1925,18.6,28.6,43.525,74.6525,"mean_first",24.925,70.46
"DRC","obv",39.5,"hcw_deaths",200,5.8,8.975,10.9,13.525,18.435,"mean_first",4.55,12.635
"DRC","obv",39.5,"hcw_deaths_incidence",200,0,0.1,0.3,0.5,0.9,"mean_first",0.4,0.9
"DRC","obv",39.5,"infections",200,9,42.8,70.5,100.525,181.2575,"mean_first",57.725,172.2575
"DRC","obv",40.5,"deaths",200,5.2925,21.675,34.9,51.125,90.3025,"mean_first",29.45,85.01
"DRC","obv",40.5,"hcw_deaths",200,5.9975,9.275,11.3,14.25,19.6225,"mean_first",4.975,13.625
"DRC","obv",40.5,"hcw_deaths_incidence",200,0,0.1,0.3,0.6,1.3025,"mean_first",0.5,1.3025
"DRC","obv",40.5,"infections",200,10.8925,50.95,84.2,117.775,219.88,"mean_first",66.825,208.9875
"DRC","obv",41.5,"deaths",200,5.975,25.05,41.95,57.875,106.3725,"mean_first",32.825,100.3975
"DRC","obv",41.5,"hcw_deaths",200,6.0975,9.475,11.65,14.8,21.025,"mean_first",5.325,14.9275
"DRC","obv",41.5,"hcw_deaths_incidence",200,0,0.2,0.3,0.6,1.2025,"mean_first",0.4,1.2025
"DRC","obv",41.5,"infections",200,11.675,58.75,99.2,138.3,258.3,"mean_first",79.55,246.625
"DRC","obv",42.5,"deaths",200,5.785,30.1,49.15,70.6,129.55,"mean_first",40.5,123.765
"DRC","obv",42.5,"hcw_deaths",200,6.2,9.975,12.1,15.625,22.13,"mean_first",5.65,15.93
