"scenario","particle_id","rep","arm","n_hcw_deaths","hcw_days_lost","counterfactual_hcw","prevented_hcw","baseline_days_lost"
"DRC",98,9,"obv_60",60,43499.2846960279,164,104,110000.96776809
"DRC",98,10,"obv_60",73,22508.3465347347,157,84,52638.9726650038
"DRC",99,1,"obv_60",17,6244.97075052732,47,30,16743.9738621117
"DRC",99,2,"obv_60",6,1172.10935981007,12,6,2369.48133286664
"DRC",99,3,"obv_60",14,7297.37581649427,46,32,21579.6381471144
"DRC",99,4,"obv_60",29,13175.8993135402,72,43,31251.3286556973
"DRC",99,5,"obv_60",5,1018.195689491,8,3,1613.96561469428
"DRC",99,6,"obv_60",29,23910.4854620561,88,59,71847.760133724
"DRC",99,7,"obv_60",13,14418.6239957231,50,37,42667.1165880449
"DRC",99,8,"obv_60",48,18896.3060709475,108,60,43447.8091474964
"DRC",99,9,"obv_60",14,12288.1886413908,54,40,35893.2248389742
"DRC",99,10,"obv_60",53,25726.5308316346,118,65,58823.6799600976
"DRC",100,1,"obv_60",7,1049.40547818274,13,6,2482.95851672221
"DRC",100,2,"obv_60",7,902.91051865194,20,13,2341.26979730391
"DRC",100,3,"obv_60",74,36069.6134154804,179,105,83047.434362219
"DRC",100,4,"obv_60",20,4514.81008181263,50,30,10788.8815038403
"DRC",100,5,"obv_60",14,3237.82814651386,34,20,7391.05642148342
"DRC",100,6,"obv_60",3,523.651155754694,3,0,992.820109636086
"DRC",100,7,"obv_60",87,52528.2264337455,211,124,130039.982509354
"DRC",100,8,"obv_60",92,33719.3979637743,211,119,82860.7137278272
"DRC",100,9,"obv_60",11,4979.58425441163,34,23,12848.2611289056
"DRC",100,10,"obv_60",0,180.37805504217,5,5,1079.67534321998
"DRC",101,1,"obv_60",2,569.39158725301,9,7,2840.95697423212
"DRC",101,2,"obv_60",13,3764.74704562192,38,25,9746.00968816097
"DRC",101,3,"obv_60",45,20723.9357573155,111,66,51785.190914416
"DRC",101,4,"obv_60",35,17859.9765182218,88,53,49459.1133021374
"DRC",101,5,"obv_60",9,3591.82516522612,18,9,7297.71477126094
"DRC",101,6,"obv_60",74,25270.1672472195,157,83,52601.8128996272
"DRC",101,7,"obv_60",69,17113.506552102,156,87,37823.9526861174
"DRC",101,8,"obv_60",17,12169.0382299,77,60,41327.5699564055
"DRC",101,9,"obv_60",71,14874.8000991733,166,95,38526.5503980787
"DRC",101,10,"obv_60",1,266.966801240384,2,1,597.649045647065
"DRC",102,1,"obv_60",11,2322.30200983645,19,8,3564.49267349611
"DRC",102,2,"obv_60",7,1581.53070193443,15,8,4593.92021667225
"DRC",102,3,"obv_60",18,8344.75249067301,40,22,23329.7351736075
"DRC",102,4,"obv_60",83,20845.9033578284,212,129,50638.1207596805
"DRC",102,5,"obv_60",6,827.671774978161,11,5,1567.46297868482
"DRC",102,6,"obv_60",31,20480.2937986407,73,42,49006.2563040494
"DRC",102,7,"obv_60",68,16489.6194490347,192,124,46663.0321021395
"DRC",102,8,"obv_60",47,27439.5335462754,115,68,63957.029723054
"DRC",102,9,"obv_60",5,632.368052975915,11,6,1921.89211623717
"DRC",102,10,"obv_60",4,1608.58027010279,12,8,3914.47357040676
"DRC",103,1,"obv_60",55,26896.9528741749,124,69,64395.0823496604
"DRC",103,2,"obv_60",51,45714.5820745494,134,83,124480.536633974
"DRC",103,3,"obv_60",9,1067.63064609969,12,3,1754.5327791477
"DRC",103,4,"obv_60",65,16988.6845428344,168,103,40054.5999953219
"DRC",103,5,"obv_60",19,3442.1770684216,42,23,7156.42282871459
"DRC",103,6,"obv_60",2,1103.46752973888,9,7,2217.2534507589
"DRC",103,7,"obv_60",5,1650.81037091685,11,6,2921.22707464279
"DRC",103,8,"obv_60",2,228.324038648012,6,4,648.702171498923
"DRC",103,9,"obv_60",6,886.54071038729,11,5,2197.85118598761
"DRC",103,10,"obv_60",76,17296.8473292207,178,102,35874.4164751485
"DRC",104,1,"obv_60",39,16838.3648922369,89,50,43403.4255805283
"DRC",104,2,"obv_60",1,133.709281303235,5,4,644.481319308142
"DRC",104,3,"obv_60",7,1127.12380026403,20,13,3123.10367798758
"DRC",104,4,"obv_60",5,1147.97551491636,6,1,1848.65581370906
"DRC",104,5,"obv_60",16,8508.0365665938,50,34,20876.4183783431
"DRC",104,6,"obv_60",5,2501.34982478855,18,13,7842.54995960905
"DRC",104,7,"obv_60",10,1598.14549280293,27,17,3887.61034924174
"DRC",104,8,"obv_60",1,508.512249778593,10,9,2416.73060806666
"DRC",104,9,"obv_60",6,2082.39131502773,20,14,5424.12112705417
"DRC",104,10,"obv_60",5,805.98022157924,17,12,3497.22373085333
"DRC",105,1,"obv_60",4,846.36771586313,10,6,1965.03121045234
"DRC",105,2,"obv_60",4,636.464217196312,7,3,1086.78955830618
"DRC",105,3,"obv_60",18,10578.6602056096,62,44,29014.3737091896
"DRC",105,4,"obv_60",19,10574.6723458311,42,23,23432.2432506079
"DRC",105,5,"obv_60",56,41981.0553223405,134,78,111492.940930317
"DRC",105,6,"obv_60",1,891.882770946232,7,6,2827.49346780519
"DRC",105,7,"obv_60",2,112.323037884192,5,3,989.305101168844
"DRC",105,8,"obv_60",12,1583.73671340108,23,11,3913.52483880058
"DRC",105,9,"obv_60",39,24331.5685109782,93,54,56817.0564531963
"DRC",105,10,"obv_60",7,647.721189789646,15,8,1686.91899454329
"DRC",106,1,"obv_60",10,1719.75364315225,18,8,3570.9418479611
"DRC",106,2,"obv_60",5,500.705178734034,13,8,1380.72522978741
"DRC",106,3,"obv_60",54,26861.9680905794,126,72,72852.8745650583
"DRC",106,4,"obv_60",6,1037.57770761835,11,5,1876.1582367301
"DRC",106,5,"obv_60",87,28292.2953907562,226,139,72851.1420777643
"DRC",106,6,"obv_60",18,6723.12294157083,46,28,19855.9032081344
"DRC",106,7,"obv_60",41,15168.943851186,81,40,36359.6599741138
"DRC",106,8,"obv_60",21,4215.66346938068,54,33,10455.2843167708
"DRC",106,9,"obv_60",4,759.530887878833,7,3,1603.74120365814
"DRC",106,10,"obv_60",47,24317.2450946316,109,62,58289.8946357433
"DRC",107,1,"obv_60",6,1433.71003358462,17,11,3574.17008524291
"DRC",107,2,"obv_60",6,1433.71003358462,17,11,3574.17008524291
"DRC",107,3,"obv_60",6,1433.71003358462,17,11,3574.17008524291
"DRC",107,4,"obv_60",18,10078.8529195866,58,40,24499.3978520276
"DRC",107,5,"obv_60",11,1949.02850817994,26,15,4159.90626483944
"DRC",107,6,"obv_60",3,129.390371680444,6,3,384.218563246944
"DRC",107,7,"obv_60",7,1860.01501935722,18,11,5338.64341061207
"DRC",107,8,"obv_60",7,1860.01501935722,18,11,5338.64341061207
"DRC",107,9,"obv_60",20,7679.1589087771,43,23,19246.467151713
"DRC",107,10,"obv_60",2,232.287330646386,4,2,809.606956847859
"DRC",108,1,"obv_60",4,631.08892631978,11,7,1494.32387143261
"DRC",108,2,"obv_60",4,631.08892631978,11,7,1494.32387143261
"DRC",108,3,"obv_60",16,14560.6760927959,47,31,37903.0772846422
"DRC",108,4,"obv_60",5,819.967814501959,8,3,1414.61707904122
"DRC",108,5,"obv_60",11,3323.49780004389,27,16,8052.5265433808
"DRC",108,6,"obv_60",88,43206.6100092631,201,113,102119.428560361
"DRC",108,7,"obv_60",8,1610.45769364117,21,13,3482.88938626837
"DRC",108,8,"obv_60",3,553.11072491271,9,6,1441.17782999842
"DRC",108,9,"obv_60",1,103.637263413551,1,0,103.637263413551
"DRC",108,10,"obv_60",8,2113.84352457957,22,14,7347.63825957695
"DRC",109,1,"obv_60",28,9963.28053244094,70,42,24510.2299883251
"DRC",109,2,"obv_60",6,755.670161863966,11,5,1861.22653816785
"DRC",109,3,"obv_60",6,908.543678618583,21,15,3689.80572988667
"DRC",109,4,"obv_60",6,908.543678618583,21,15,3689.80572988667
"DRC",109,5,"obv_60",7,1633.26904530771,11,4,2414.92074214907
"DRC",109,6,"obv_60",5,601.111289101192,14,9,1445.68563501964
"DRC",109,7,"obv_60",5,601.111289101192,14,9,1445.68563501964
"DRC",109,8,"obv_60",81,14262.0278772239,191,110,38905.0982498419
"DRC",109,9,"obv_60",60,25972.7825135738,149,89,70600.2902628512
"DRC",109,10,"obv_60",94,18608.1887692289,218,124,44704.4360436678
"DRC",110,1,"obv_60",16,5161.00844320976,54,38,13489.0397168623
"DRC",110,2,"obv_60",1,150.318362681713,2,1,470.149043617101
"DRC",110,3,"obv_60",58,34319.2405418313,159,101,90813.8116275043
"DRC",110,4,"obv_60",0,72.8620395333363,4,4,473.639903491007
"DRC",110,5,"obv_60",4,1011.36045230962,13,9,2844.37215819198
"DRC",110,6,"obv_60",4,1011.36045230962,13,9,2844.37215819198
"DRC",110,7,"obv_60",3,607.661832155062,9,6,1513.90980900675
"DRC",110,8,"obv_60",5,2460.62302537638,19,14,5965.44760583952
"DRC",110,9,"obv_60",71,16650.0006213388,178,107,45529.7560974925
"DRC",110,10,"obv_60",18,11122.284040252,57,39,33212.8368138849
"DRC",111,1,"obv_60",6,774.353088779826,10,4,1441.65997075615
"DRC",111,2,"obv_60",95,28013.8575375109,211,116,61097.733535668
"DRC",111,3,"obv_60",62,32239.8173591559,140,78,72413.4226971861
"DRC",111,4,"obv_60",41,14193.5564621389,118,77,35366.1271103534
"DRC",111,5,"obv_60",65,35180.350454982,148,83,86819.2001727179
"DRC",111,6,"obv_60",0,61.194786375904,3,3,416.808442510962
"DRC",111,7,"obv_60",10,2717.76391345257,21,11,7513.76652384127
"DRC",111,8,"obv_60",10,2348.16648681973,27,17,7736.59427782741
"DRC",111,9,"obv_60",91,30857.6317046898,213,122,78795.4104846699
"DRC",111,10,"obv_60",28,9657.73879713776,78,50,27351.3373792773
"DRC",112,1,"obv_60",66,20730.2933155289,177,111,53926.9266758291
"DRC",112,2,"obv_60",17,9757.59966711852,57,40,32134.253712065
"DRC",112,3,"obv_60",44,25330.9330896965,111,67,73782.0736583468
"DRC",112,4,"obv_60",76,29275.1059293093,177,101,68878.1876486328
"DRC",112,5,"obv_60",8,2200.7967254769,17,9,5797.13037120772
"DRC",112,6,"obv_60",23,9712.96526555799,49,26,24754.615415866
"DRC",112,7,"obv_60",23,9712.96526555799,49,26,24754.615415866
"DRC",112,8,"obv_60",17,6724.67729467027,35,18,16881.5985731297
"DRC",112,9,"obv_60",25,17056.00167642,66,41,47670.9931584396
"DRC",112,10,"obv_60",2,322.152221417203,7,5,988.013504147564
"DRC",113,1,"obv_60",7,3078.64400217082,17,10,6950.75583273863
"DRC",113,2,"obv_60",5,360.528987759943,15,10,2053.33086013964
"DRC",113,3,"obv_60",8,1238.8624271248,11,3,2259.17542659533
"DRC",113,4,"obv_60",25,7665.50511218692,61,36,19394.8800951151
"DRC",113,5,"obv_60",29,11495.4286157157,69,40,26791.2936449121
"DRC",113,6,"obv_60",8,1294.84366125492,26,18,3825.55332056312
"DRC",113,7,"obv_60",19,11420.3869068918,62,43,29752.3979604871
"DRC",113,8,"obv_60",27,17435.2616273922,92,65,49506.0663955917
"DRC",113,9,"obv_60",0,106.605768482101,4,4,480.668784254691
"DRC",113,10,"obv_60",12,2507.05791156454,24,12,5204.13949601788
"DRC",114,1,"obv_60",42,18497.1886485987,100,58,54083.1977993908
"DRC",114,2,"obv_60",46,28041.1092630502,119,73,67513.5416974211
"DRC",114,3,"obv_60",10,2201.26215112743,17,7,3877.97730124613
"DRC",114,4,"obv_60",44,18352.5466046372,122,78,50962.8203507747
"DRC",114,5,"obv_60",1,299.987934746651,4,3,618.251093443157
"DRC",114,6,"obv_60",6,1109.55290406548,17,11,2766.17353835292
"DRC",114,7,"obv_60",75,43305.2615245101,196,121,115202.200256721
"DRC",114,8,"obv_60",4,1207.9072044756,13,9,3817.20838039291
"DRC",114,9,"obv_60",60,14839.0012854979,182,122,37936.7929806362
"DRC",114,10,"obv_60",67,44810.867625803,170,103,110706.531874841
"DRC",115,1,"obv_60",51,34789.7781748325,113,62,83320.488184552
"DRC",115,2,"obv_60",7,1396.57330319081,19,12,3596.94965862426
"DRC",115,3,"obv_60",2,173.236539707696,6,4,722.280893059783
"DRC",115,4,"obv_60",49,16096.7567831885,116,67,37984.4559868677
"DRC",115,5,"obv_60",84,42687.2776757557,234,150,110698.73458089
"DRC",115,6,"obv_60",6,3038.38599000213,23,17,8759.44076149362
"DRC",115,7,"obv_60",8,5748.3373662478,23,15,15420.9213258263
"DRC",115,8,"obv_60",24,12108.9457157362,56,32,30854.2304161123
"DRC",115,9,"obv_60",28,11776.669203013,64,36,29292.5853115535
"DRC",115,10,"obv_60",36,11014.2140736554,81,45,27642.1508949365
"DRC",116,1,"obv_60",19,10629.3735770983,41,22,22628.863135766
"DRC",116,2,"obv_60",5,721.380809205013,12,7,1407.06832471589
"DRC",116,3,"obv_60",21,11800.8509945732,57,36,29713.0067651828
"DRC",116,4,"obv_60",6,795.180863566116,10,4,2167.26109752569
"DRC",116,5,"obv_60",43,25530.8667763476,89,46,59288.3231199326
"DRC",116,6,"obv_60",48,27373.4225501955,104,56,59685.685762178
"DRC",116,7,"obv_60",1,146.064584173039,2,1,227.524333940786
"DRC",116,8,"obv_60",51,29400.9600213508,136,85,71352.3762207926
"DRC",116,9,"obv_60",3,273.248538961502,4,1,416.965442839045
"DRC",116,10,"obv_60",20,11054.0362919201,43,23,22104.5974328581
"DRC",117,1,"obv_60",16,3781.63426257551,34,18,8968.38396096365
"DRC",117,2,"obv_60",16,3781.63426257551,34,18,8968.38396096365
"DRC",117,3,"obv_60",3,318.384031563821,7,4,914.529863285942
"DRC",117,4,"obv_60",5,994.712466595406,13,8,2016.35820011738
"DRC",117,5,"obv_60",14,6012.71789482201,38,24,14034.2917837313
"DRC",117,6,"obv_60",1,624.223884067673,7,6,1416.08846935149
"DRC",117,7,"obv_60",10,3009.20825107485,21,11,7153.700030576
"DRC",117,8,"obv_60",2,436.134959146043,4,2,701.599645680229
"DRC",117,9,"obv_60",2,436.134959146043,4,2,701.599645680229
"DRC",117,10,"obv_60",60,50141.005953697,177,117,142674.028430384
"DRC",118,1,"obv_60",62,30696.9094937099,149,87,78328.1113353028
"DRC",118,2,"obv_60",22,15938.0531345028,68,46,47933.4286747206
"DRC",118,3,"obv_60",31,17394.6289964729,73,42,45812.7090245825
"DRC",118,4,"obv_60",8,1009.002005564,22,14,3215.4452654627
"DRC",118,5,"obv_60",4,481.806056816126,20,16,2097.38706605596
"DRC",118,6,"obv_60",15,6426.49715902256,48,33,20475.2285232195
"DRC",118,7,"obv_60",29,23213.1272043848,67,38,48238.6941644934
"DRC",118,8,"obv_60",69,19885.1614641251,181,112,52064.6576392891
"DRC",118,9,"obv_60",56,32723.0547027806,146,90,80362.2899762551
"DRC",118,10,"obv_60",19,3260.81474649685,43,24,7140.59801421563
"DRC",119,1,"obv_60",29,16077.3010050628,74,45,35880.0936883048
"DRC",119,2,"obv_60",9,1811.92026873808,28,19,4726.83107980514
"DRC",119,3,"obv_60",1,18.4787488352221,1,0,18.4787488352221
"DRC",119,4,"obv_60",1,18.4787488352221,1,0,18.4787488352221
"DRC",119,5,"obv_60",9,1689.50509385849,22,13,3651.05218409317
"DRC",119,6,"obv_60",6,615.975595865073,12,6,1406.85608901566
"DRC",119,7,"obv_60",5,558.181171695847,7,2,1053.53086748771
"DRC",119,8,"obv_60",5,525.022040168417,20,15,2782.9855728917
"DRC",119,9,"obv_60",10,3355.72985777063,25,15,6926.3117431212
"DRC",119,10,"obv_60",10,3355.72985777063,25,15,6926.3117431212
"DRC",120,1,"obv_60",14,4904.87784146431,30,16,10737.6466521564
"DRC",120,2,"obv_60",42,18689.3083379932,84,42,46437.9598190807
"DRC",120,3,"obv_60",2,523.000250092238,7,5,1013.05944297868
"DRC",120,4,"obv_60",10,1377.91526078429,17,7,2885.28870345003
"DRC",120,5,"obv_60",70,50004.2131825484,190,120,127076.795601798
"DRC",120,6,"obv_60",0,120.227295000238,2,2,361.844194246631
"DRC",120,7,"obv_60",30,17872.1096355252,79,49,42818.3876967429
"DRC",120,8,"obv_60",11,4219.63574704266,31,20,13819.9732356149
"DRC",120,9,"obv_60",7,1118.39853407097,15,8,2548.4200478127
"DRC",120,10,"obv_60",22,10241.4647717207,54,32,26098.1159687715
"DRC",121,1,"obv_60",70,50322.9514411993,170,100,115998.855342576
"DRC",121,2,"obv_60",82,20095.767689351,196,114,49135.5822940166
"DRC",121,3,"obv_60",5,1679.18169483924,18,13,6949.13939497575
"DRC",121,4,"obv_60",4,749.113627463678,9,5,1242.49191835815
"DRC",121,5,"obv_60",9,3030.93522304606,21,12,5944.28958762657
"DRC",121,6,"obv_60",4,941.99519103343,14,10,3171.83537722063
"DRC",121,7,"obv_60",6,1499.19120695913,9,3,2868.49909529808
"DRC",121,8,"obv_60",62,26259.8744043911,137,75,69126.6496637086
"DRC",121,9,"obv_60",1,276.551447667399,3,2,688.543589862769
"DRC",121,10,"obv_60",3,715.815326997311,8,5,1258.40853961905
"DRC",122,1,"obv_60",4,1012.10594101579,12,8,3747.71770184595
"DRC",122,2,"obv_60",0,0,1,1,103.48632432791
"DRC",122,3,"obv_60",9,1696.09782582816,25,16,6443.85560271558
"DRC",122,4,"obv_60",19,3112.66432162995,43,24,7654.81758165558
"DRC",122,5,"obv_60",100,45019.4940352066,225,125,103903.790906219
"DRC",122,6,"obv_60",11,1250.79181126486,19,8,2639.11387472101
"DRC",122,7,"obv_60",79,27605.8875996089,187,108,63976.2824016264
"DRC",122,8,"obv_60",69,18170.1343881178,179,110,50309.7637240083
"DRC",122,9,"obv_60",69,18170.1343881178,179,110,50309.7637240083
"DRC",122,10,"obv_60",14,4224.46675487309,27,13,10001.3831516997
"DRC",123,1,"obv_60",33,20192.6677156858,89,56,53967.4165760391
"DRC",123,2,"obv_60",80,29655.5578230236,174,94,68224.4262899718
"DRC",123,3,"obv_60",11,3711.83501094409,22,11,8899.41558146824
"DRC",123,4,"obv_60",33,25119.364587751,96,63,68233.7314504397
"DRC",123,5,"obv_60",28,16128.6426754625,51,23,29373.2599918994
"DRC",123,6,"obv_60",67,20627.3098214581,197,130,56330.2594472593
"DRC",123,7,"obv_60",39,15863.289057353,110,71,41618.1144274697
"DRC",123,8,"obv_60",3,548.655278899466,9,6,1277.93511072322
"DRC",123,9,"obv_60",71,16153.0497659759,186,115,43551.081221093
"DRC",123,10,"obv_60",31,20182.7685719846,69,38,46065.5248570886
"DRC",124,1,"obv_60",53,28833.0773199108,134,81,74739.3533036119
"DRC",124,2,"obv_60",61,58811.0440874386,162,101,148374.154623337
"DRC",124,3,"obv_60",5,494.473796939228,8,3,906.192392788073
"DRC",124,4,"obv_60",61,26934.1962790787,165,104,78805.2585587817
"DRC",124,5,"obv_60",3,397.977297833493,5,2,692.239477086537
"DRC",124,6,"obv_60",1,190.233844030257,6,5,410.924759316853
"DRC",124,7,"obv_60",63,30315.9738199324,131,68,69401.983253106
"DRC",124,8,"obv_60",10,2875.82940187232,26,16,6079.36056363767
"DRC",124,9,"obv_60",7,1690.62555765344,18,11,4103.30048001087
"DRC",124,10,"obv_60",1,654.369960851117,6,5,1784.26131609884
"DRC",125,1,"obv_60",5,940.759052662232,14,9,2664.88600720085
"DRC",125,2,"obv_60",7,721.550642344787,15,8,1385.50436373748
"DRC",125,3,"obv_60",12,5873.47164453892,25,13,13370.1657789033
"DRC",125,4,"obv_60",4,990.745505230685,13,9,2063.02727701747
"DRC",125,5,"obv_60",16,8165.25614704635,39,23,20318.5132544734
"DRC",125,6,"obv_60",68,16049.0599208306,185,117,41021.5402405051
"DRC",125,7,"obv_60",18,7540.3576378349,45,27,16967.2427206431
"DRC",125,8,"obv_60",32,8988.78450948572,68,36,23121.0064372479
"DRC",125,9,"obv_60",2,340.994197845703,7,5,1181.92492195768
"DRC",125,10,"obv_60",55,21455.4802732596,135,80,56575.3239813756
"DRC",126,1,"obv_60",80,20154.5385522112,197,117,49443.2249171537
"DRC",126,2,"obv_60",8,901.208037931506,19,11,2321.43733930176
"DRC",126,3,"obv_60",87,17324.592462994,217,130,45422.0649174546
"DRC",126,4,"obv_60",3,369.22143628586,7,4,976.249836894474
"DRC",126,5,"obv_60",71,45488.9431834378,171,100,113377.950934032
"DRC",126,6,"obv_60",101,70066.1038640243,244,143,157429.741479169
"DRC",126,7,"obv_60",8,1609.41076505032,16,8,3140.85454610728
"DRC",126,8,"obv_60",10,3679.32744551364,17,7,8363.73797958594
"DRC",126,9,"obv_60",40,26471.7572391814,126,86,74007.1925384543
"DRC",126,10,"obv_60",6,942.469281957728,11,5,2196.93553198941
"DRC",127,1,"obv_60",1,176.192059141666,1,0,315.012926297234
"DRC",127,2,"obv_60",4,637.43437574325,6,2,989.612344922504
"DRC",127,3,"obv_60",27,13822.6435315875,61,34,33418.5610453126
"DRC",127,4,"obv_60",0,102.321087997715,1,1,192.420044693488
"DRC",127,5,"obv_60",0,102.321087997715,1,1,192.420044693488
"DRC",127,6,"obv_60",6,1952.61100787327,10,4,3590.7474660451
"DRC",127,7,"obv_60",62,17480.1510472813,174,112,47724.1436266245
"DRC",127,8,"obv_60",60,15879.8124926053,165,105,40976.5893294542
"DRC",127,9,"obv_60",41,20374.6367810006,109,68,53261.7111214163
"DRC",127,10,"obv_60",18,2994.88735479386,56,38,8421.35832859366
"DRC",128,1,"obv_60",2,359.137705420598,8,6,1085.08151201742
"DRC",128,2,"obv_60",4,701.166288187241,8,4,1554.37649887717
"DRC",128,3,"obv_60",2,272.37171391672,6,4,717.93000727333
"DRC",128,4,"obv_60",9,1228.00466650205,15,6,2224.83805616881
"DRC",128,5,"obv_60",9,1228.00466650205,15,6,2224.83805616881
"DRC",128,6,"obv_60",1,50.8688905855649,7,6,630.984287275985
"DRC",128,7,"obv_60",97,25283.2798629222,202,105,56334.9182285099
"DRC",128,8,"obv_60",7,2648.58986378192,33,26,8768.92402907189
"DRC",128,9,"obv_60",10,1346.15041022931,26,16,4088.19707255956
"DRC",128,10,"obv_60",3,244.786060896066,14,11,1338.98332750838
"DRC",129,1,"obv_60",34,17799.7609572635,70,36,36789.3989364708
"DRC",129,2,"obv_60",77,32127.0754149471,187,110,82769.1610689611
"DRC",129,3,"obv_60",17,4313.77991583783,51,34,10576.9548863825
"DRC",129,4,"obv_60",24,12988.6853772046,61,37,30400.6726559331
"DRC",129,5,"obv_60",24,12988.6853772046,61,37,30400.6726559331
"DRC",129,6,"obv_60",6,1893.27581278938,23,17,4668.89549841456
"DRC",129,7,"obv_60",6,865.194869179685,17,11,1874.02055538169
"DRC",129,8,"obv_60",64,23902.8753353805,179,115,59029.949944484
"DRC",129,9,"obv_60",2,158.504266424854,6,4,874.120474150003
"DRC",129,10,"obv_60",9,2182.33029306886,15,6,5294.23926098621
"DRC",130,1,"obv_60",27,15870.6647741714,67,40,39723.7751495813
"DRC",130,2,"obv_60",11,8544.01091126887,44,33,22879.5593046444
"DRC",130,3,"obv_60",20,13203.2793275567,52,32,28523.2865688475
"DRC",130,4,"obv_60",26,15263.7194230418,67,41,33842.7484592181
"DRC",130,5,"obv_60",3,303.053197221387,5,2,522.703641466789
"DRC",130,6,"obv_60",5,1480.1173342944,19,14,5272.56999004767
"DRC",130,7,"obv_60",31,16444.0781820285,87,56,41723.9763383639
"DRC",130,8,"obv_60",3,322.143879522356,6,3,847.334406707253
"DRC",130,9,"obv_60",38,19231.7941258257,107,69,56265.5036575432
"DRC",130,10,"obv_60",6,1510.10746335232,22,16,4891.08667753041
