"scenario","particle_id","rep","arm","n_hcw_deaths","hcw_days_lost","counterfactual_hcw","prevented_hcw","baseline_days_lost"
"DRC",81,8,"obv_70",6,1871.15184127814,23,17,7682.1994052861
"DRC",81,9,"obv_70",60,17108.61445344,202,142,58752.8336592031
"DRC",81,10,"obv_70",8,1334.71911362131,25,17,4385.31002228616
"DRC",82,1,"obv_70",5,799.501906009744,26,21,6792.73047460171
"DRC",82,2,"obv_70",44,14721.0781453628,105,61,38591.7253896309
"DRC",82,3,"obv_70",2,130.800480698938,6,4,580.200420681164
"DRC",82,4,"obv_70",3,908.394845451332,18,15,4112.88128660204
"DRC",82,5,"obv_70",27,9398.03147235217,70,43,27044.5420560649
"DRC",82,6,"obv_70",45,16626.5595765081,133,88,55691.5526663032
"DRC",82,7,"obv_70",20,6751.22326655002,45,25,18143.7476875697
"DRC",82,8,"obv_70",20,6751.22326655002,45,25,18143.7476875697
"DRC",82,9,"obv_70",5,1329.38966208274,22,17,3790.46354638969
"DRC",82,10,"obv_70",4,967.901513963332,15,11,3135.15452332111
"DRC",83,1,"obv_70",1,400.425800631912,9,8,1572.04943501853
"DRC",83,2,"obv_70",66,16252.3348138204,215,149,51894.5792342758
"DRC",83,3,"obv_70",72,21071.942606673,217,145,70956.7401304611
"DRC",83,4,"obv_70",3,567.614846716911,22,19,3917.53306484981
"DRC",83,5,"obv_70",2,263.100134642889,5,3,548.509377001321
"DRC",83,6,"obv_70",69,17994.1557821488,248,179,82059.7325264526
"DRC",83,7,"obv_70",58,55902.0586018806,226,168,217531.88877029
"DRC",83,8,"obv_70",63,14864.6461422124,220,157,48858.8511612701
"DRC",83,9,"obv_70",15,9650.28556626665,58,43,35986.0915275416
"DRC",83,10,"obv_70",22,14904.7995790939,78,56,49385.2740561275
"DRC",84,1,"obv_70",38,20678.0956373873,152,114,80425.6920416309
"DRC",84,2,"obv_70",1,71.2256818082279,4,3,383.124249478927
"DRC",84,3,"obv_70",70,22589.1732615593,235,165,73291.2952401555
"DRC",84,4,"obv_70",3,163.875218009716,7,4,445.81434209675
"DRC",84,5,"obv_70",5,767.727654559011,20,15,3670.35302986023
"DRC",84,6,"obv_70",49,33824.4593061277,179,130,107459.772426588
"DRC",84,7,"obv_70",21,13364.7764034354,62,41,36995.1596726737
"DRC",84,8,"obv_70",21,13364.7764034354,62,41,36995.1596726737
"DRC",84,9,"obv_70",1,238.88968370272,6,5,1364.08036541798
"DRC",84,10,"obv_70",6,1452.51551732399,26,20,5493.57143692381
"DRC",85,1,"obv_70",13,8292.97355587562,56,43,35674.8238585846
"DRC",85,2,"obv_70",21,5684.87275880708,52,31,16129.9820811859
"DRC",85,3,"obv_70",66,25414.7499432965,207,141,79120.7817269558
"DRC",85,4,"obv_70",2,165.360664480303,6,4,826.346684671644
"DRC",85,5,"obv_70",8,1004.89520440194,23,15,3614.94445150381
"DRC",85,6,"obv_70",2,524.752096060472,17,15,2298.75126819957
"DRC",85,7,"obv_70",34,15076.6910351571,129,95,68483.0174156886
"DRC",85,8,"obv_70",55,32289.5272808342,198,143,111053.800782523
"DRC",85,9,"obv_70",7,2051.37046841163,25,18,7655.93970191226
"DRC",85,10,"obv_70",10,6047.71469668848,30,20,16862.0776334148
"DRC",86,1,"obv_70",5,372.953733285517,12,7,1778.81500322161
"DRC",86,2,"obv_70",1,461.44574962534,5,4,1391.18300912422
"DRC",86,3,"obv_70",66,11695.6648019665,181,115,34872.8631499552
"DRC",86,4,"obv_70",66,11695.6648019665,181,115,34872.8631499552
"DRC",86,5,"obv_70",6,688.64076245125,16,10,3029.35149958502
"DRC",86,6,"obv_70",0,0,1,1,179.692945607772
"DRC",86,7,"obv_70",57,12480.6319399104,189,132,42299.0100533888
"DRC",86,8,"obv_70",10,2516.20820148381,33,23,8044.23640499202
"DRC",86,9,"obv_70",5,711.079169568196,13,8,2084.36877951108
"DRC",86,10,"obv_70",2,1485.95079575777,11,9,5100.09264057651
"DRC",87,1,"obv_70",5,1090.82810205347,19,14,3025.5444259081
"DRC",87,2,"obv_70",1,325.893269265503,4,3,644.404124547616
"DRC",87,3,"obv_70",6,1573.02746564956,31,25,6962.84748222763
"DRC",87,4,"obv_70",3,1113.86925818483,8,5,2508.76156004907
"DRC",87,5,"obv_70",26,18900.5976907911,108,82,65013.1985611825
"DRC",87,6,"obv_70",14,10914.5161002373,55,41,42850.6422591144
"DRC",87,7,"obv_70",46,24864.80144525,145,99,80367.1239248837
"DRC",87,8,"obv_70",19,7845.13450807552,63,44,25865.3415771065
"DRC",87,9,"obv_70",2,143.850413103224,9,7,951.874723059019
"DRC",87,10,"obv_70",23,11116.931993814,71,48,38248.118004484
"DRC",88,1,"obv_70",57,14683.3070882399,193,136,53883.8148000103
"DRC",88,2,"obv_70",0,0,3,3,216.25581353777
"DRC",88,3,"obv_70",7,2377.95219875564,21,14,7042.64821290452
"DRC",88,4,"obv_70",11,1428.54092829933,31,20,6797.69996058179
"DRC",88,5,"obv_70",18,17107.2711885641,66,48,40146.9144544734
"DRC",88,6,"obv_70",6,1231.44596137532,30,24,5650.79662599322
"DRC",88,7,"obv_70",7,1023.1049644253,20,13,3388.99563008728
"DRC",88,8,"obv_70",3,1980.24941455044,13,10,6307.70469495462
"DRC",88,9,"obv_70",22,11806.8202630899,91,69,52523.8592127687
"DRC",88,10,"obv_70",16,5085.31336407248,45,29,16133.0803798644
"DRC",89,1,"obv_70",16,8147.62073203347,43,27,20020.304051196
"DRC",89,2,"obv_70",52,7829.24064252866,170,118,26353.9218452943
"DRC",89,3,"obv_70",4,675.173946418518,13,9,1705.58110579934
"DRC",89,4,"obv_70",1,286.176059872895,12,11,2822.30928363431
"DRC",89,5,"obv_70",21,4409.46767211784,43,22,12010.9073217239
"DRC",89,6,"obv_70",30,15884.6037821824,115,85,56872.1992793321
"DRC",89,7,"obv_70",1,57.4671089190483,1,0,196.038650905049
"DRC",89,8,"obv_70",4,3667.6040220802,20,16,12667.0878798206
"DRC",89,9,"obv_70",17,10613.1691331353,64,47,38415.0576600311
"DRC",89,10,"obv_70",49,30517.6595548605,149,100,87819.8712257543
"DRC",90,1,"obv_70",2,736.545813542712,19,17,3199.58294735656
"DRC",90,2,"obv_70",24,15549.542857454,74,50,52768.523311649
"DRC",90,3,"obv_70",17,6997.93680167524,51,34,20732.2129329066
"DRC",90,4,"obv_70",10,1843.43344980349,24,14,5056.88218277079
"DRC",90,5,"obv_70",4,968.603535035584,6,2,1449.01929563622
"DRC",90,6,"obv_70",4,968.603535035584,6,2,1449.01929563622
"DRC",90,7,"obv_70",2,270.857168485623,11,9,1196.85810196143
"DRC",90,8,"obv_70",34,13979.8383465054,99,65,42940.3951798137
"DRC",90,9,"obv_70",15,3922.82252804062,34,19,9868.20869416794
"DRC",90,10,"obv_70",5,2535.67457082891,18,13,8494.35965283585
"DRC",91,1,"obv_70",43,27242.1032842396,164,121,90695.6063232481
"DRC",91,2,"obv_70",1,231.714263308239,4,3,747.070914228479
"DRC",91,3,"obv_70",9,1140.29904599751,16,7,2225.10581361165
"DRC",91,4,"obv_70",7,1493.00886197315,28,21,6396.75690269647
"DRC",91,5,"obv_70",33,14483.1943888525,82,49,38585.3759146564
"DRC",91,6,"obv_70",27,12207.2719673001,77,50,38622.5764085076
"DRC",91,7,"obv_70",37,13887.2164520728,112,75,44354.4973043909
"DRC",91,8,"obv_70",61,29623.6292598882,183,122,89568.5214161485
"DRC",91,9,"obv_70",5,868.782951908907,17,12,3675.2691486485
"DRC",91,10,"obv_70",5,868.782951908907,17,12,3675.2691486485
"DRC",92,1,"obv_70",25,12079.0254128335,105,80,47745.4080273045
"DRC",92,2,"obv_70",25,12079.0254128335,105,80,47745.4080273045
"DRC",92,3,"obv_70",25,12079.0254128335,105,80,47745.4080273045
"DRC",92,4,"obv_70",8,3776.75721933944,29,21,11798.7683922372
"DRC",92,5,"obv_70",0,12.1821445506195,5,5,839.387398478525
"DRC",92,6,"obv_70",0,12.1821445506195,5,5,839.387398478525
"DRC",92,7,"obv_70",54,26371.1831306304,171,117,93001.6578920899
"DRC",92,8,"obv_70",8,1846.43757489595,33,25,7381.02782004231
"DRC",92,9,"obv_70",8,1846.43757489595,33,25,7381.02782004231
"DRC",92,10,"obv_70",30,17150.5925637195,107,77,62060.9927086336
"DRC",93,1,"obv_70",6,879.537537799822,14,8,1927.68469940173
"DRC",93,2,"obv_70",6,879.537537799822,14,8,1927.68469940173
"DRC",93,3,"obv_70",9,1772.8403357098,32,23,7037.19977742648
"DRC",93,4,"obv_70",36,17767.5913946114,171,135,64115.6798272976
"DRC",93,5,"obv_70",8,1594.37218794243,28,20,4993.68515918135
"DRC",93,6,"obv_70",13,5515.87871287521,54,41,22709.3179615693
"DRC",93,7,"obv_70",2,1274.79806638416,12,10,3984.61328699954
"DRC",93,8,"obv_70",19,9171.24935158539,82,63,39646.4284127164
"DRC",93,9,"obv_70",42,9735.97629240657,162,120,35092.9165339156
"DRC",93,10,"obv_70",58,15638.5385837251,192,134,52392.249297354
"DRC",94,1,"obv_70",65,16147.7227690181,184,119,47728.7239972432
"DRC",94,2,"obv_70",65,16147.7227690181,184,119,47728.7239972432
"DRC",94,3,"obv_70",6,857.741701166768,18,12,3115.40637866001
"DRC",94,4,"obv_70",10,4371.63058701719,53,43,24356.9380667065
"DRC",94,5,"obv_70",1,46.6771738890387,1,0,46.6771738890387
"DRC",94,6,"obv_70",6,1227.24314611353,13,7,2368.88667603923
"DRC",94,7,"obv_70",36,9081.06119443716,163,127,37382.8100034686
"DRC",94,8,"obv_70",5,2056.08330349104,10,5,5858.8960706987
"DRC",94,9,"obv_70",7,2739.1071760669,31,24,12287.2885577159
"DRC",94,10,"obv_70",22,9673.84912632351,55,33,23922.285683788
"DRC",95,1,"obv_70",7,1439.40895421362,28,21,6628.92110226956
"DRC",95,2,"obv_70",0,231.073126111288,2,2,710.792410799781
"DRC",95,3,"obv_70",19,7178.12164055707,47,28,17589.6391963775
"DRC",95,4,"obv_70",0,0,0,0,189.852055942464
"DRC",95,5,"obv_70",21,11156.9804512633,52,31,29962.4679636367
"DRC",95,6,"obv_70",58,32036.6222652186,192,134,103015.412070627
"DRC",95,7,"obv_70",58,32036.6222652186,192,134,103015.412070627
"DRC",95,8,"obv_70",7,2600.72025928313,28,21,10846.1631409383
"DRC",95,9,"obv_70",20,14732.8679569665,79,59,49792.2099607471
"DRC",95,10,"obv_70",20,13420.3767793869,72,52,45375.9945662755
"DRC",96,1,"obv_70",70,11564.9298395864,228,158,36878.0532518864
"DRC",96,2,"obv_70",27,14928.5318776948,87,60,50617.6175963219
"DRC",96,3,"obv_70",6,3057.01490881996,32,26,10490.5605363149
"DRC",96,4,"obv_70",2,797.334700003169,11,9,4128.80491862678
"DRC",96,5,"obv_70",3,581.398479170132,17,14,2850.35123377201
"DRC",96,6,"obv_70",53,27309.5799480691,183,130,85275.8094914215
"DRC",96,7,"obv_70",72,53221.4341729797,209,137,174374.821813604
"DRC",96,8,"obv_70",7,1417.682790464,25,18,4364.23486101503
"DRC",96,9,"obv_70",6,1241.69022059233,17,11,4346.91448499839
"DRC",96,10,"obv_70",0,39.2498940740529,6,6,891.360268575158
"DRC",97,1,"obv_70",8,915.632040480474,16,8,2485.88175166669
"DRC",97,2,"obv_70",3,1662.57942786066,15,12,4534.80173520722
"DRC",97,3,"obv_70",67,30585.3612897563,185,118,92457.4774004855
"DRC",97,4,"obv_70",8,1433.44026862528,29,21,5049.69333657998
"DRC",97,5,"obv_70",2,168.215896955649,7,5,684.641952660147
"DRC",97,6,"obv_70",2,226.044864642801,9,7,1341.39292128164
"DRC",97,7,"obv_70",14,2808.82587065051,49,35,9564.1576175511
"DRC",97,8,"obv_70",14,2808.82587065051,49,35,9564.1576175511
"DRC",97,9,"obv_70",3,419.123426029319,6,3,1476.33453406331
"DRC",97,10,"obv_70",12,2666.49142416485,36,24,6131.54076068811
"DRC",98,1,"obv_70",22,13266.5648837975,86,64,44735.0235298594
"DRC",98,2,"obv_70",9,2344.26234211494,31,22,12896.6728288335
"DRC",98,3,"obv_70",5,3232.64718696441,24,19,10624.153520882
"DRC",98,4,"obv_70",6,988.872717046404,17,11,2543.77627335593
"DRC",98,5,"obv_70",49,12755.1067919513,176,127,43405.7938980545
"DRC",98,6,"obv_70",12,2368.18695575023,36,24,6468.79599669443
"DRC",98,7,"obv_70",44,23362.4081012779,126,82,74424.3400197434
"DRC",98,8,"obv_70",43,9479.03567055809,187,144,41489.048152998
"DRC",98,9,"obv_70",2,219.994230014764,8,6,1156.79104659523
"DRC",98,10,"obv_70",43,33042.3388054221,139,96,101804.614459821
"DRC",99,1,"obv_70",2,361.337086355597,9,7,1073.79281679628
"DRC",99,2,"obv_70",13,8546.08037426567,32,19,25935.70235283
"DRC",99,3,"obv_70",14,9701.72728012756,51,37,23878.6048347705
"DRC",99,4,"obv_70",5,2420.58754563777,16,11,5407.97356456024
"DRC",99,5,"obv_70",15,5313.40541053045,28,13,9444.61858090008
"DRC",99,6,"obv_70",2,53.092371110291,6,4,369.811476829903
"DRC",99,7,"obv_70",2,238.960588839486,7,5,1205.88332785749
"DRC",99,8,"obv_70",26,11882.6246104841,112,86,42135.2935170715
"DRC",99,9,"obv_70",22,19633.5403069911,103,81,71952.5766056599
"DRC",99,10,"obv_70",18,3814.19992609043,58,40,14134.7172102938
"DRC",100,1,"obv_70",10,6451.63221570832,54,44,26687.6579594218
"DRC",100,2,"obv_70",7,3173.83063891051,25,18,9004.30048580438
"DRC",100,3,"obv_70",56,12679.8281466525,234,178,46730.8683063842
"DRC",100,4,"obv_70",6,1086.81773087557,22,16,3652.77792173273
"DRC",100,5,"obv_70",6,2295.55164009024,20,14,8453.62798888225
"DRC",100,6,"obv_70",3,1575.07114536498,15,12,6600.36331748615
"DRC",100,7,"obv_70",1,300.693832149453,1,0,411.298132655431
"DRC",100,8,"obv_70",0,0,1,1,76.7117436541774
"DRC",100,9,"obv_70",43,18325.7301429468,129,86,60688.6242825787
"DRC",100,10,"obv_70",6,1206.92045563175,13,7,3266.71372574243
"DRC",101,1,"obv_70",2,406.131051639566,10,8,1480.30793978592
"DRC",101,2,"obv_70",53,14439.3734249856,160,107,43387.9262339537
"DRC",101,3,"obv_70",11,5435.10011233329,18,7,11266.8183107908
"DRC",101,4,"obv_70",1,555.811498041587,5,4,1034.47227943838
"DRC",101,5,"obv_70",1,275.81039658058,6,5,1948.70109432334
"DRC",101,6,"obv_70",38,26033.3715408567,86,48,62413.7922936232
"DRC",101,7,"obv_70",12,2220.60955470575,35,23,6431.85554428577
"DRC",101,8,"obv_70",2,259.554481921798,2,0,390.868406679307
"DRC",101,9,"obv_70",2,259.554481921798,2,0,390.868406679307
"DRC",101,10,"obv_70",5,887.994140026581,18,13,2719.56958237115
"DRC",102,1,"obv_70",6,1957.96245882655,18,12,7362.72102442659
"DRC",102,2,"obv_70",1,135.298942387048,6,5,414.730395936607
"DRC",102,3,"obv_70",29,21209.9218679187,97,68,72940.1676023517
"DRC",102,4,"obv_70",46,24542.611362446,150,104,77978.838864445
"DRC",102,5,"obv_70",32,16778.5889783221,112,80,65327.8042174034
"DRC",102,6,"obv_70",16,8423.19991953792,57,41,24149.4122990383
"DRC",102,7,"obv_70",2,297.800056923711,5,3,889.426240578271
"DRC",102,8,"obv_70",3,771.289047116519,10,7,2301.27741899086
"DRC",102,9,"obv_70",9,4977.11067580459,33,24,15506.2946118343
"DRC",102,10,"obv_70",20,11570.912161,63,43,36329.6821455826
"DRC",103,1,"obv_70",16,5710.80742236607,63,47,22899.1536884392
"DRC",103,2,"obv_70",55,38128.1275709073,205,150,143012.217829202
"DRC",103,3,"obv_70",25,5758.01221785058,76,51,22025.3811712684
"DRC",103,4,"obv_70",12,5444.3584554265,51,39,24260.4452897948
"DRC",103,5,"obv_70",9,3305.64351237707,21,12,6300.98152302252
"DRC",103,6,"obv_70",1,230.802062663821,5,4,990.832727250926
"DRC",103,7,"obv_70",38,19766.439163887,113,75,61731.067201853
"DRC",103,8,"obv_70",6,5043.03968984342,31,25,15121.287944679
"DRC",103,9,"obv_70",6,5043.03968984342,31,25,15121.287944679
"DRC",103,10,"obv_70",6,5043.03968984342,31,25,15121.287944679
"DRC",104,1,"obv_70",2,323.974256091878,14,12,1435.55826394959
"DRC",104,2,"obv_70",11,3541.19693228688,30,19,9573.68623560551
"DRC",104,3,"obv_70",7,2165.18414468016,27,20,6158.08447659659
"DRC",104,4,"obv_70",1,201.400125561844,10,9,985.907092934335
"DRC",104,5,"obv_70",12,4295.33153578069,29,17,12830.4078363033
"DRC",104,6,"obv_70",3,777.014677668566,14,11,3504.42161160974
"DRC",104,7,"obv_70",0,0,0,0,0
"DRC",104,8,"obv_70",4,582.268126619074,8,4,1371.32161412394
"DRC",104,9,"obv_70",55,28183.9497045408,194,139,93922.2802116077
"DRC",104,10,"obv_70",8,3914.1421753727,30,22,12202.6209762337
"DRC",105,1,"obv_70",53,30937.1644125661,178,125,99243.133294288
"DRC",105,2,"obv_70",60,42584.4122365381,198,138,143501.359158034
"DRC",105,3,"obv_70",0,168.23006276951,4,4,1050.60176131357
"DRC",105,4,"obv_70",13,1683.94846615735,28,15,4914.94741448453
"DRC",105,5,"obv_70",66,13377.8165261553,212,146,41954.7360695879
"DRC",105,6,"obv_70",2,610.795758891014,9,7,1667.71385771776
"DRC",105,7,"obv_70",51,24303.9818527447,189,138,88203.1270040799
"DRC",105,8,"obv_70",4,839.030092775648,11,7,2339.68836512626
"DRC",105,9,"obv_70",5,1126.68048384459,28,23,4573.33745085245
"DRC",105,10,"obv_70",5,1126.68048384459,28,23,4573.33745085245
"DRC",106,1,"obv_70",9,4235.40238188568,26,17,9906.34388131198
"DRC",106,2,"obv_70",20,9524.40645334073,60,40,31913.2051307093
"DRC",106,3,"obv_70",64,44204.9810198617,205,141,136292.312376748
"DRC",106,4,"obv_70",31,9747.16932275501,79,48,31845.9726404515
"DRC",106,5,"obv_70",11,1738.22964365324,23,12,4761.64091992849
"DRC",106,6,"obv_70",2,256.549604458796,9,7,1422.83118874343
"DRC",106,7,"obv_70",0,76.0829660604681,11,11,1649.63301921416
"DRC",106,8,"obv_70",10,1500.29715043332,24,14,4101.74895711225
"DRC",106,9,"obv_70",26,9940.2865982065,73,47,28771.8257147836
"DRC",106,10,"obv_70",0,115.703132035953,0,0,227.549634248557
"DRC",107,1,"obv_70",0,562.314502985312,11,11,2175.62009494387
"DRC",107,2,"obv_70",11,1862.0361582789,31,20,5023.12652065282
"DRC",107,3,"obv_70",15,13395.6522050562,61,46,62507.230949255
"DRC",107,4,"obv_70",15,13395.6522050562,61,46,62507.230949255
"DRC",107,5,"obv_70",15,13395.6522050562,61,46,62507.230949255
"DRC",107,6,"obv_70",29,32718.91522701,113,84,107517.265196805
"DRC",107,7,"obv_70",65,22969.3421315683,203,138,70657.1022466126
"DRC",107,8,"obv_70",27,6588.7896099924,123,96,24959.8349805238
"DRC",107,9,"obv_70",41,23472.53316203,130,89,77273.8858326687
"DRC",107,10,"obv_70",31,20076.9395887319,115,84,74992.0757938752
"DRC",108,1,"obv_70",1,102.140764631824,3,2,395.004754194987
"DRC",108,2,"obv_70",2,250.294645593388,8,6,1506.29942627404
"DRC",108,3,"obv_70",3,772.963732969567,14,11,2992.70846990008
"DRC",108,4,"obv_70",5,455.803054828117,7,2,877.354036524321
"DRC",108,5,"obv_70",2,233.130061322592,10,8,999.278803705063
"DRC",108,6,"obv_70",0,0,2,2,166.443783738598
"DRC",108,7,"obv_70",1,113.956587322448,6,5,545.819304959437
"DRC",108,8,"obv_70",16,2055.93578506759,54,38,8665.86327440308
"DRC",108,9,"obv_70",2,491.659001064499,12,10,2023.89452866584
"DRC",108,10,"obv_70",17,9023.09559616994,56,39,31853.111837962
"DRC",109,1,"obv_70",1,88.0391759587429,4,3,646.581125163205
"DRC",109,2,"obv_70",1,88.0391759587429,4,3,646.581125163205
"DRC",109,3,"obv_70",3,438.212086296618,13,10,1495.81778677101
"DRC",109,4,"obv_70",1,78.4711648459124,10,9,1175.15837657223
"DRC",109,5,"obv_70",9,3549.11323934716,27,18,12999.5634745608
"DRC",109,6,"obv_70",38,20771.3339833181,128,90,61442.0548432991
"DRC",109,7,"obv_70",59,17304.7714480438,218,159,65352.2445795331
"DRC",109,8,"obv_70",16,3694.07369462502,44,28,10752.2320102785
"DRC",109,9,"obv_70",7,2455.83801665529,21,14,6577.32800986218
"DRC",109,10,"obv_70",7,2455.83801665529,21,14,6577.32800986218
"DRC",110,1,"obv_70",5,485.111985726518,12,7,2524.49873549145
"DRC",110,2,"obv_70",31,18070.9501450791,113,82,60591.0333828598
"DRC",110,3,"obv_70",27,23574.1549201378,118,91,81594.5125344598
"DRC",110,4,"obv_70",0,49.7397591386078,4,4,631.275773307441
"DRC",110,5,"obv_70",11,5306.64674340898,41,30,19207.1408205187
"DRC",110,6,"obv_70",5,1934.01118232394,28,23,8980.23060665976
"DRC",110,7,"obv_70",4,2966.93196325611,16,12,8329.72358786309
"DRC",110,8,"obv_70",16,5933.43121513021,41,25,16713.406175471
"DRC",110,9,"obv_70",19,11800.7423052103,72,53,42096.3564466181
"DRC",110,10,"obv_70",5,1144.01680106911,14,9,2550.07569654627
"DRC",111,1,"obv_70",15,6666.60818573038,38,23,20384.7620495548
"DRC",111,2,"obv_70",0,440.816056149193,9,9,3771.36219049688
"DRC",111,3,"obv_70",1,108.39663804257,3,2,249.299490773166
"DRC",111,4,"obv_70",9,2393.05203729375,21,12,6584.86555309211
"DRC",111,5,"obv_70",53,29875.6860290339,208,155,96627.7480640558
"DRC",111,6,"obv_70",7,964.372003374475,27,20,3748.73638667712
"DRC",111,7,"obv_70",7,2254.04428280102,22,15,9740.51733875012
"DRC",111,8,"obv_70",9,1824.81985686837,30,21,6658.08183973425
"DRC",111,9,"obv_70",8,1201.36629782432,16,8,3179.14635900104
"DRC",111,10,"obv_70",0,116.220146045959,8,8,1577.6680875569
"DRC",112,1,"obv_70",48,33510.7550303182,184,136,115217.899634073
"DRC",112,2,"obv_70",56,12016.379446237,172,116,38788.4755809958
"DRC",112,3,"obv_70",66,35656.2664909485,193,127,110473.554383941
"DRC",112,4,"obv_70",7,2540.48169587696,17,10,6381.5145880363
"DRC",112,5,"obv_70",45,29566.9590778177,150,105,95467.7857766626
"DRC",112,6,"obv_70",1,45.1199902944944,2,1,226.118997578896
"DRC",112,7,"obv_70",0,49.4479102300596,1,1,788.086479554065
"DRC",112,8,"obv_70",0,49.4479102300596,1,1,788.086479554065
"DRC",112,9,"obv_70",0,766.122912622091,15,15,3442.41332386373
"DRC",112,10,"obv_70",9,4676.69807442121,35,26,18969.8716791072
"DRC",113,1,"obv_70",34,7041.44236867781,136,102,27747.6326165716
"DRC",113,2,"obv_70",21,8184.93008249621,78,57,40233.9290821705
"DRC",113,3,"obv_70",2,156.759253578899,9,7,939.778397700186
"DRC",113,4,"obv_70",3,373.712370440037,10,7,1207.69184968052
"DRC",113,5,"obv_70",1,281.407586003313,4,3,702.004953140429
"DRC",113,6,"obv_70",2,269.05122785449,12,10,1168.87572664071
"DRC",113,7,"obv_70",50,37108.2203707813,181,131,138727.227826906
"DRC",113,8,"obv_70",0,0,1,1,136.224872849924
"DRC",113,9,"obv_70",0,0,1,1,136.224872849924
"DRC",113,10,"obv_70",13,7265.84639657882,67,54,28284.7839927243
"DRC",114,1,"obv_70",28,12269.3794789738,65,37,30671.7194214829
"DRC",114,2,"obv_70",17,7789.42708047274,36,19,19222.7354177848
"DRC",114,3,"obv_70",6,4042.19227937388,23,17,13003.3862685289
"DRC",114,4,"obv_70",10,2976.53403770949,18,8,6962.19405339064
"DRC",114,5,"obv_70",16,5901.05912909542,55,39,22739.5701865558
"DRC",114,6,"obv_70",10,1590.21309301084,18,8,3682.92105258124
"DRC",114,7,"obv_70",17,5720.13237255323,49,32,17823.0512044712
"DRC",114,8,"obv_70",61,19797.6868485664,177,116,62762.7707570522
"DRC",114,9,"obv_70",61,19797.6868485664,177,116,62762.7707570522
"DRC",114,10,"obv_70",26,13397.6086411088,69,43,43670.8791931483
"DRC",115,1,"obv_70",4,434.50802294851,11,7,1185.33421487002
"DRC",115,2,"obv_70",51,20456.5571462691,174,123,64887.6754095487
"DRC",115,3,"obv_70",0,92.4231010336011,5,5,406.5701070203
"DRC",115,4,"obv_70",6,1104.20695397012,15,9,3207.33356935418
"DRC",115,5,"obv_70",41,15539.5405047626,130,89,49221.040050814
"DRC",115,6,"obv_70",21,9111.8837054369,64,43,29018.9464415713
"DRC",115,7,"obv_70",31,13727.1871075581,113,82,53041.1624775113
"DRC",115,8,"obv_70",34,25829.440074018,150,116,109828.085044974
"DRC",115,9,"obv_70",8,4249.98812886617,31,23,15740.9212760932
"DRC",115,10,"obv_70",30,15905.9721779053,107,77,53273.4616321675
"DRC",116,1,"obv_70",23,16786.124496574,100,77,72294.453611797
"DRC",116,2,"obv_70",8,1059.67694961966,28,20,3842.11094993322
"DRC",116,3,"obv_70",4,841.181241497787,10,6,2162.9244279826
"DRC",116,4,"obv_70",2,320.383541266287,8,6,997.222519582895
"DRC",116,5,"obv_70",2,320.383541266287,8,6,997.222519582895
"DRC",116,6,"obv_70",3,505.786638645381,15,12,1904.06703303799
"DRC",116,7,"obv_70",0,109.319356457419,0,0,430.128741818262
"DRC",116,8,"obv_70",10,3661.12882977835,33,23,12295.2937963849
"DRC",116,9,"obv_70",26,17102.2907058072,77,51,60951.0681001588
"DRC",116,10,"obv_70",3,560.330243282758,9,6,1760.83788912849
"DRC",117,1,"obv_70",6,411.789284939721,17,11,2093.90609780147
"DRC",117,2,"obv_70",11,7518.98048333003,54,43,29104.5449331657
"DRC",117,3,"obv_70",1,283.713683048452,2,1,1386.13553602067
"DRC",117,4,"obv_70",6,858.550952150982,25,19,3678.52843017842
"DRC",117,5,"obv_70",14,4831.81975607026,48,34,21145.7790979968
"DRC",117,6,"obv_70",34,25144.4766414363,99,65,82232.6722441639
"DRC",117,7,"obv_70",11,2714.54569289597,53,42,11862.3557050822
"DRC",117,8,"obv_70",15,3368.40667865852,39,24,8116.18692648081
"DRC",117,9,"obv_70",0,2554.25614890555,13,13,6468.80900629428
"DRC",117,10,"obv_70",0,45.2698599523139,3,3,416.812489797078
"DRC",118,1,"obv_70",1,364.790459984924,8,7,1850.30297825403
"DRC",118,2,"obv_70",11,2401.74321835859,30,19,7234.35836986986
"DRC",118,3,"obv_70",11,2401.74321835859,30,19,7234.35836986986
"DRC",118,4,"obv_70",25,8296.46993626749,85,60,33459.3896413644
"DRC",118,5,"obv_70",6,424.24572680381,8,2,982.375822605715
"DRC",118,6,"obv_70",7,861.101917146049,28,21,4433.33386413803
"DRC",118,7,"obv_70",40,18566.5869642996,105,65,63937.1755398241
"DRC",118,8,"obv_70",7,1484.01998359777,20,13,3534.81466625187
"DRC",118,9,"obv_70",2,316.223358606455,10,8,1409.01857212431
"DRC",118,10,"obv_70",6,2265.14998772009,19,13,8320.35956125648
"DRC",119,1,"obv_70",2,75.2557038499025,4,2,170.551375653105
"DRC",119,2,"obv_70",19,6685.8483729281,66,47,37923.409621273
"DRC",119,3,"obv_70",18,7565.31395166296,60,42,24558.0213201429
"DRC",119,4,"obv_70",1,199.351796352349,4,3,473.09303335434
"DRC",119,5,"obv_70",1,199.351796352349,4,3,473.09303335434
"DRC",119,6,"obv_70",3,344.469154342092,7,4,1096.74536353157
"DRC",119,7,"obv_70",6,2212.63681374727,19,13,6921.20889527841
"DRC",119,8,"obv_70",4,1275.49166408431,18,14,5279.3433737398
"DRC",119,9,"obv_70",1,196.796896857901,2,1,412.629643499863
"DRC",119,10,"obv_70",2,980.843950148824,15,13,3652.79862554897
