"scenario","policy","dpc","stockpile_doses","deaths_averted_med","deaths_averted_lo","deaths_averted_hi","pct_averted_med","pct_averted_lo","pct_averted_hi","supply_ratio_med"
"WestAfrica","A",5,84000,264.13941948432,127.405290124627,411.135272002587,53.3076527718103,46.4994310095342,53.3076527718103,3.6505873909266
"WestAfrica","A",5,85000,264.13941948432,127.671828388486,411.135272002587,53.3076527718103,46.960912266692,53.3076527718103,3.69404676462811
"WestAfrica","A",5,86000,264.13941948432,128.737981443922,411.135272002587,53.3076527718103,47.4379323647634,53.3076527718103,3.73750613832962
"WestAfrica","A",5,87000,264.13941948432,130.337211027076,413.933923773107,53.3076527718103,48.023877814625,53.3076527718103,3.78096551203113
"WestAfrica","A",5,88000,265.205572539756,132.336248006019,415.533153356261,53.3076527718103,48.4413657958559,53.3076527718103,3.82442488573263
"WestAfrica","A",5,89000,266.271725595192,132.336248006019,416.865844675556,53.3076527718103,48.898873185332,53.3076527718103,3.86788425943414
"WestAfrica","A",5,90000,268.670569969924,133.535670193385,422.463148216596,53.3076527718103,49.3877722329771,53.3076527718103,3.91134363313565
"WestAfrica","A",5,91000,270.802876080796,134.73509238075,427.660644361848,53.3076527718103,50.0342192089231,53.3076527718103,3.95480300683715
"WestAfrica","A",5,92000,273.468258719387,135.534707172328,431.392180055875,53.3076527718103,50.4423223939732,53.3076527718103,3.99826238053866
"WestAfrica","A",5,93000,274.534411774823,135.534707172328,434.057562694465,53.3076527718103,50.7888744527781,53.3076527718103,4.04172175424017
"WestAfrica","A",5,94000,275.067488302541,135.534707172328,435.39025401376,53.3076527718103,51.2201060206952,53.3076527718103,4.08518112794168
