"scenario","policy","dpc","stockpile_doses","deaths_averted_med","deaths_averted_lo","deaths_averted_hi"
"DRC","A",0,1120,9.88108039804245,5.76396356552476,13.1747738640566
"DRC","A",0,1140,9.88108039804245,5.76396356552476,13.1747738640566
"DRC","A",0,1160,9.88108039804245,6.5873869320283,13.1747738640566
"DRC","A",0,1180,9.88108039804245,6.5873869320283,13.9981972305601
"DRC","A",0,1200,9.88108039804245,6.5873869320283,13.9981972305601
"DRC","A",0,1220,10.704503764546,6.5873869320283,13.9981972305601
"DRC","A",0,1240,10.704503764546,6.5873869320283,13.9981972305601
"DRC","A",0,1260,10.704503764546,6.5873869320283,14.8216205970637
"DRC","A",0,1280,10.704503764546,6.5873869320283,14.8216205970637
"DRC","A",0,1300,10.704503764546,6.5873869320283,14.8216205970637
"DRC","A",0,1320,10.704503764546,6.5873869320283,14.8216205970637
"DRC","A",0,1340,10.704503764546,6.5873869320283,14.8216205970637
"DRC","A",0,1360,11.5279271310495,6.5873869320283,15.6450439635672
"DRC","A",0,1380,11.5279271310495,6.5873869320283,15.6450439635672
"DRC","A",0,1400,11.5279271310495,6.5873869320283,15.6450439635672
"DRC","A",0,1420,11.5279271310495,7.41081029853183,15.6450439635672
"DRC","A",0,1440,11.5279271310495,7.41081029853183,15.6450439635672
"DRC","A",0,1460,11.5279271310495,7.41081029853183,16.4684673300707
"DRC","A",0,1480,11.5279271310495,7.41081029853183,16.4684673300707
"DRC","A",0,1500,12.3513504975531,7.41081029853183,16.4684673300707
"DRC","A",0,1520,12.3513504975531,7.41081029853183,16.4684673300707
"DRC","A",0,1540,12.3513504975531,7.41081029853183,17.2918906965743
"DRC","A",0,1560,12.3513504975531,7.41081029853183,17.2918906965743
"DRC","A",0,1580,12.3513504975531,7.41081029853183,17.2918906965743
"DRC","A",0,1600,12.3513504975531,7.41081029853183,17.2918906965743
"DRC","A",0,1620,13.1747738640566,7.41081029853183,17.2918906965743
"DRC","A",0,1640,13.1747738640566,7.41081029853183,18.1153140630778
"DRC","A",0,1660,13.1747738640566,7.41081029853183,18.1153140630778
"DRC","A",0,1680,13.1747738640566,7.41081029853183,18.1153140630778
"DRC","A",0,1700,13.1747738640566,7.41081029853183,18.1153140630778
"DRC","A",0,1720,13.1747738640566,7.41081029853183,18.9387374295814
"DRC","A",0,1740,13.1747738640566,8.23423366503537,18.9387374295814
"DRC","A",0,1760,13.1747738640566,8.23423366503537,18.9387374295814
"DRC","A",0,1780,13.1747738640566,8.23423366503537,18.9387374295814
"DRC","A",0,1800,13.9981972305601,8.23423366503537,19.7621607960849
"DRC","A",0,1820,13.9981972305601,8.23423366503537,19.7621607960849
"DRC","A",0,1840,13.9981972305601,8.23423366503537,19.7621607960849
"DRC","A",0,1860,13.9981972305601,8.23423366503537,19.7621607960849
"DRC","A",0,1880,13.9981972305601,8.23423366503537,20.5855841625884
"DRC","A",0,1900,13.9981972305601,8.23423366503537,20.5855841625884
"DRC","A",0,1920,13.9981972305601,8.23423366503537,20.5855841625884
"DRC","A",0,1940,13.9981972305601,8.23423366503537,20.5855841625884
"DRC","A",0,1960,14.4099089138119,8.23423366503537,20.5855841625884
"DRC","A",0,1980,14.8216205970637,8.23423366503537,21.409007529092
"DRC","A",0,2000,14.8216205970637,8.23423366503537,21.409007529092
"DRC","A",0,2020,14.8216205970637,8.23423366503537,21.409007529092
"DRC","A",0,2040,14.8216205970637,8.23423366503537,21.409007529092
"DRC","A",0,2060,14.8216205970637,8.23423366503537,21.409007529092
"DRC","A",0,2080,14.8216205970637,8.23423366503537,22.2324308955955
"DRC","A",0,2100,14.8216205970637,8.23423366503537,22.2324308955955
"DRC","A",0,2120,14.8216205970637,9.05765703153891,22.2324308955955
"DRC","A",0,2140,14.8216205970637,9.05765703153891,22.2324308955955
"DRC","A",0,2160,14.8216205970637,9.05765703153891,22.2324308955955
"DRC","A",0,2180,14.8216205970637,9.05765703153891,23.055854262099
"DRC","A",0,2200,14.8216205970637,9.05765703153891,23.055854262099
"DRC","A",0,2220,15.6450439635672,9.05765703153891,23.055854262099
"DRC","A",0,2240,15.6450439635672,9.05765703153891,23.055854262099
"DRC","A",0,2260,15.6450439635672,9.05765703153891,23.055854262099
"DRC","A",0,2280,15.6450439635672,9.05765703153891,23.2617101037249
"DRC","A",0,2300,15.6450439635672,9.05765703153891,23.8792776286026
"DRC","A",0,2320,15.6450439635672,9.05765703153891,23.8792776286026
"DRC","A",0,2340,15.6450439635672,9.05765703153891,23.8792776286026
"DRC","A",0,2360,15.6450439635672,9.05765703153891,23.8792776286026
"DRC","A",0,2380,15.6450439635672,9.05765703153891,23.8792776286026
"DRC","A",0,2400,15.6450439635672,9.05765703153891,24.7027009951061
"DRC","A",0,2420,15.6450439635672,9.05765703153891,24.7027009951061
"DRC","A",0,2440,16.4684673300707,9.05765703153891,24.7027009951061
"DRC","A",0,2460,16.4684673300707,9.05765703153891,24.7027009951061
"DRC","A",0,2480,16.4684673300707,9.05765703153891,25.5261243616097
"DRC","A",0,2500,16.4684673300707,9.05765703153891,25.5261243616097
"DRC","A",0,2520,16.4684673300707,9.05765703153891,25.5261243616097
"DRC","A",0,2540,16.4684673300707,9.05765703153891,25.5261243616097
"DRC","A",0,2560,16.4684673300707,9.05765703153891,25.5261243616097
"DRC","A",0,2580,16.4684673300707,9.05765703153891,26.3495477281132
"DRC","A",0,2600,16.4684673300707,9.05765703153891,26.3495477281132
"DRC","A",0,2620,16.4684673300707,9.05765703153891,26.3495477281132
"DRC","A",0,2640,16.4684673300707,9.05765703153891,26.3495477281132
"DRC","A",0,2660,17.2918906965743,9.05765703153891,26.3495477281132
"DRC","A",0,2680,17.2918906965743,9.05765703153891,27.1729710946167
"DRC","A",0,2700,17.2918906965743,9.05765703153891,27.1729710946167
"DRC","A",0,2720,17.2918906965743,9.05765703153891,27.1729710946167
"DRC","A",0,2740,17.2918906965743,9.05765703153891,27.1729710946167
"DRC","A",0,2760,17.2918906965743,9.05765703153891,27.1729710946167
"DRC","A",0,2780,17.2918906965743,9.05765703153891,27.9963944611203
"DRC","A",0,2800,17.2918906965743,9.88108039804245,27.9963944611203
"DRC","A",0,2820,17.2918906965743,9.88108039804245,27.9963944611203
"DRC","A",0,2840,17.2918906965743,9.88108039804245,27.9963944611203
"DRC","A",0,2860,17.2918906965743,9.88108039804245,27.9963944611203
"DRC","A",0,2880,18.1153140630778,9.88108039804245,27.9963944611203
"DRC","A",0,2900,18.1153140630778,9.88108039804245,28.8198178276238
"DRC","A",0,2920,18.1153140630778,9.88108039804245,28.8198178276238
"DRC","A",0,2940,18.1153140630778,9.88108039804245,28.8198178276238
"DRC","A",0,2960,18.1153140630778,9.88108039804245,28.8198178276238
"DRC","A",0,2980,18.1153140630778,9.88108039804245,28.8198178276238
"DRC","A",0,3000,18.1153140630778,9.88108039804245,28.8198178276238
"DRC","A",0,3020,18.1153140630778,9.88108039804245,29.6432411941273
